"","X","Tree","NumberOfVariantsInModel","RateOfChange","Repetition","Sample","NumberOfVariantsObserved","loglik_drift","loglik_selectiononestate","loglik_pathways","loglik_pathwaystoone","loglik_unconstrained","phylosigLambda","phylosigK","BayestraitsIndependent_CladeA","BayestraitsDependent_CladeA","BayestraitsIndependent_Ecology","BayestraitsDependent_Ecology","loglik_pathwaysfromone","BayestraitsMultistate_Free","BayestraitsMultistate_Equal","Pathway_impossible","simulation_variant","ml_model_supported","chisq_p_selectionwronglysupported_df","chisq_p_selectionwronglysupported","chisq_p_selectiontoonestatewronglysupported","selectionwronglysupportedsignificant","selectiontoonewronglysupportedsignificant","chisq_p_selectiontoonestatewronglysupported_df","BT_dependent_CladeA_better","BT_dependent_Forest_better","samplesize","horizontaltransmission","diversityrepresented","BT_MultistateFree_better","chisq_BT_MultitstateFree_better","chisq_BT_CladeAdependent_better","chisq_BT_Forestdependent_better","BT_MultitstateFree_wronglysupported","BT_CladeAdependent_wronglysupported","BT_Forestdependent_wronglysupported","X.1","BT_Multistate_nonconvergence"
"1928",1939,"Earlytree",2,1,5,"cladeB",2,-12.5548889999249,-11.3912035098559,-13.143321955926,-13.8381302484953,-11.3912035098559,0.852128152798501,0.337732231159205,NA,NA,NA,NA,NA,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.127116403748319,0.127116403748319,0.127116403748319,0,0,0.127116403748319,NA,NA,21,"No",1,NA,NA,NA,NA,NA,NA,NA,1928,NA
"1929",1940,"Earlytree",2,1,5,"cladeC",2,-47.1762272099223,-47.1657099461866,-47.3282483044044,-59.5834187192264,-47.1657099461866,0.852128152798501,0.337732231159205,NA,NA,NA,NA,-58.9469533236598,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.884684935732047,0.884684935732047,0.884684935732047,0,0,0.884684935732047,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,1929,NA
"1930",1941,"Earlytree",2,1,5,"cladeD",2,-49.3478216434059,-48.7081501901538,-49.7259129255594,-57.8873914989736,-48.7081501901538,0.852128152798501,0.337732231159205,NA,NA,NA,NA,-52.3434916399678,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.258021246455184,0.258021246455184,0.258021246455184,0,0,0.258021246455184,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,1930,NA
"1931",1942,"Earlytree",2,1,5,"cladeE",2,-28.9243451359724,-28.8682017483183,-29.2948488280692,-34.4481502847922,-28.8682017483183,0.852128152798501,0.337732231159205,NA,NA,NA,NA,-38.7864941885456,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.737555544666898,0.737555544666898,0.737555544666898,0,0,0.737555544666898,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,1931,NA
"1932",1943,"Earlytree",2,1,5,"cladeF",2,-18.7064970672244,-17.6466167714167,-19.0324056249565,-27.2096045945975,-17.6466167714167,0.852128152798501,0.337732231159205,NA,NA,NA,NA,-17.6466167714167,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.145409272469421,0.145409272469421,0.145409272469421,0,0,0.145409272469421,NA,NA,34,"No",1,NA,NA,NA,NA,NA,NA,NA,1932,NA
"1933",1944,"Earlytree",2,1,5,"ThreeQuarterSample",2,-82.4446634622412,-81.838814776876,-83.1126785395548,-101.073221493798,-81.838814776876,0.852128152798501,0.337732231159205,NA,NA,NA,NA,-97.5488691313593,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.270996222323131,0.270996222323131,0.270996222323131,0,0,0.270996222323131,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,1933,NA
"1934",1945,"Earlytree",2,1,5,"HalfSample",2,-96.3016005556077,-96.1028991223166,-96.9945782066246,-114.922921450915,-96.1028991223166,0.852128152798501,0.337732231159205,NA,NA,NA,NA,-113.324304827354,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.528433581852821,0.528433581852821,0.528433581852821,0,0,0.528433581852821,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,1934,NA
"1935",1946,"Earlytree",2,1,5,"Rarelost",2,-121.200604435536,-117.972558698953,-121.823966499552,-158.819854622678,-117.972558698953,0.852128152798501,0.337732231159205,NA,NA,NA,NA,-127.813812321052,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0110572599784431,0.0110572599784431,0.0110572599784431,1,1,0.0110572599784431,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,1935,NA
"1936",1947,"Earlytree",2,1,5,"Frequentlost",2,-129.563060876431,-129.087160459708,-129.981189711933,-146.358268591118,-129.087160459708,0.852128152798501,0.337732231159205,NA,NA,NA,NA,-158.790197089524,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.329261333895526,0.329261333895526,0.329261333895526,0,0,0.329261333895526,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,1936,NA
"1937",1948,"Earlytree",2,1,5,"Ecologyloss",2,-81.0084437899258,-79.1169216194761,-81.6572004811375,-100.291263583118,-79.1169216194761,0.852128152798501,0.337732231159205,NA,NA,NA,NA,-91.9438125493461,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0517743799104143,0.0517743799104143,0.0517743799104143,0,0,0.0517743799104143,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,1937,NA
"1938",1949,"Earlytree",2,1,5,"horizontal10",2,-182.078800737266,-179.762132668622,-182.771049981651,-218.407471297579,-179.762132668622,0.852128152798501,0.337732231159205,-380.591997,-401.504791,NA,-307.152217,-211.814843269131,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0313565353414331,0.0313565353414331,0.0313565353414331,1,1,0.0313565353414331,-41.825588,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1938,NA
"1939",1950,"Earlytree",2,1,5,"horizontalClade10",2,-171.102328322421,-166.699496639989,-171.794893687787,-204.711799987556,-166.699496639989,0.852128152798501,0.337732231159205,-367.529361,-373.773094,NA,-332.325723,-196.696625512818,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00300296940480183,0.00300296940480183,0.00300296940480183,1,1,0.00300296940480183,-12.487466,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1939,NA
"1940",1951,"Earlytree",2,1,5,"horizontalEcology10",2,-180.558042310718,-177.872634613878,-181.251169549963,-222.271968436687,-177.872634613878,0.852128152798501,0.337732231159205,-378.702499,-396.922053,NA,-342.786022,-203.939821453351,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0204764033122528,0.0204764033122528,0.0204764033122528,1,1,0.0204764033122528,-36.439108,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1940,NA
"1941",1952,"Earlytree",2,1,5,"horizontalNeighbor10",2,-194.633892352666,-193.08449073321,-195.318106654926,-228.915086545306,-193.08449073321,0.852128152798501,0.337732231159205,NA,-407.776582,NA,-354.857719,-232.813525666204,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0783498715531202,0.0783498715531202,0.0783498715531202,0,0,0.0783498715531202,-387.70894,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1941,NA
"1942",1953,"Earlytree",2,1,6,"full",2,-178.534128050271,-178.533154280474,-178.61195773648,-214.404230570095,-178.533154280474,0.825435490114542,0.386836852658625,NA,-410.553559,NA,-356.545493,-208.774186605413,NA,NA,NA,"drift_two_slow","loglik_selectiononestate",0.964800032698619,0.964800032698619,0.964800032698619,0,0,0.964800032698619,-387.735978,NA,306,"No",1,NA,NA,1,NA,NA,0,NA,1942,NA
"1943",1954,"Earlytree",2,1,6,"cladeA",2,-65.1253308556434,-64.8494417436284,-65.4180850456161,-81.9577032966142,-64.8494417436284,0.825435490114542,0.386836852658625,NA,NA,NA,NA,-67.8945597035629,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.457592021737287,0.457592021737287,0.457592021737287,0,0,0.457592021737287,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,1943,NA
"1944",1955,"Earlytree",2,1,6,"cladeB",2,-7.76655606377799,-7.76612657842302,-7.7744266981237,-12.9780567606735,-7.76612657842302,0.825435490114542,0.386836852658625,NA,NA,NA,NA,NA,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.976618785389218,0.976618785389218,0.976618785389218,0,0,0.976618785389218,NA,NA,21,"No",1,NA,NA,NA,NA,NA,NA,NA,1944,NA
"1945",1956,"Earlytree",2,1,6,"cladeC",2,-47.2472601164636,-46.8902854320025,-47.739974415377,-50.8997348523606,-46.8902854320025,0.825435490114542,0.386836852658625,NA,NA,NA,NA,-57.6662785794,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.39813582665795,0.39813582665795,0.39813582665795,0,0,0.39813582665795,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,1945,NA
"1946",1957,"Earlytree",2,1,6,"cladeD",2,-48.0984540356284,-46.8324706683517,-48.5166339920302,-56.6234322120753,-46.8324706683517,0.825435490114542,0.386836852658625,NA,NA,NA,NA,-53.0325893619014,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.111561088091319,0.111561088091319,0.111561088091319,0,0,0.111561088091319,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,1946,NA
"1947",1958,"Earlytree",2,1,6,"cladeE",2,-27.5599708596171,-27.1865203901306,-28.2047956213721,-30.2192109778506,-27.1865203901306,0.825435490114542,0.386836852658625,NA,NA,NA,NA,-28.5837104069404,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.38745918908339,0.38745918908339,0.38745918908339,0,0,0.38745918908339,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,1947,NA
"1948",1959,"Earlytree",2,1,6,"cladeF",2,-16.3329556516646,-16.1771372150824,-16.3710841135466,-18.5400945558967,-16.1771372150824,0.825435490114542,0.386836852658625,NA,NA,NA,NA,-16.795794552263,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.576677467344981,0.576677467344981,0.576677467344981,0,0,0.576677467344981,NA,NA,34,"No",1,NA,NA,NA,NA,NA,NA,NA,1948,NA
"1949",1960,"Earlytree",2,1,6,"ThreeQuarterSample",2,-82.0174455437287,-82.0111592438366,-82.1208729800314,-101.12237495661,-82.0111592438366,0.825435490114542,0.386836852658625,NA,NA,NA,NA,-95.1264279783459,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.910722229881365,0.910722229881365,0.910722229881365,0,0,0.910722229881365,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,1949,NA
"1950",1961,"Earlytree",2,1,6,"HalfSample",2,-91.4157111763289,-91.4089621734659,-91.6181630225702,-100.250402773583,-91.4089621734659,0.825435490114542,0.386836852658625,NA,NA,NA,NA,-98.5157966551878,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.907509159497082,0.907509159497082,0.907509159497082,0,0,0.907509159497082,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,1950,NA
"1951",1962,"Earlytree",2,1,6,"Rarelost",2,-128.46895159623,-126.652784749848,-128.508718418828,-158.538262115357,-126.652784749848,0.825435490114542,0.386836852658625,NA,NA,NA,NA,-138.211896011165,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0566673044624192,0.0566673044624192,0.0566673044624192,0,0,0.0566673044624192,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,1951,NA
"1952",1963,"Earlytree",2,1,6,"Frequentlost",2,-141.377933730008,-140.579729669603,-141.721006998401,-157.539055560205,-140.579729669603,0.825435490114542,0.386836852658625,NA,NA,NA,NA,-174.478347729344,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.206412976032471,0.206412976032471,0.206412976032471,0,0,0.206412976032471,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,1952,NA
"1953",1964,"Earlytree",2,1,6,"Ecologyloss",2,-88.9948519538342,-88.8796629954106,-89.237610739975,-104.534711971515,-88.8796629954106,0.825435490114542,0.386836852658625,NA,NA,NA,NA,-114.443404862347,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.631243750346273,0.631243750346273,0.631243750346273,0,0,0.631243750346273,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,1953,NA
"1954",1965,"Earlytree",2,1,6,"horizontal10",2,-188.342241183555,-188.274247803279,-188.457478307348,-240.088567784254,-188.274247803279,0.825435490114542,0.386836852658625,-409.874175,-409.693937,-356.932181,-356.428193,-214.241625778812,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.712303768731365,0.712303768731365,0.712303768731365,0,0,0.712303768731365,0.360475999999949,NA,306,"Yes",1,NA,NA,0.985583047094515,NA,NA,0,NA,1954,NA
"1955",1966,"Earlytree",2,1,6,"horizontalClade10",2,-169.334984482859,-166.597445252526,-169.380516308766,-204.589887992251,-166.597445252526,0.825435490114542,0.386836852658625,-203.695964,-190.416519,-344.623747,-344.567393,-207.865964110356,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0192894947778801,0.0192894947778801,0.0192894947778801,1,1,0.0192894947778801,26.55889,NA,306,"Yes",1,NA,NA,2.4407406921112e-05,NA,NA,1,NA,1955,NA
"1956",1967,"Earlytree",2,1,6,"horizontalEcology10",2,-178.478660775586,-177.720811134355,-178.542185843254,-219.667115429193,-177.720811134355,0.825435490114542,0.386836852658625,NA,-404.515075,NA,-351.986948,-204.928477053179,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.218271481919607,0.218271481919607,0.218271481919607,0,0,0.218271481919607,-386.654252,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1956,NA
"1957",1968,"Earlytree",2,1,6,"horizontalNeighbor10",2,-199.555710476437,-198.991477266878,-199.741709032704,-255.89770017188,-198.991477266878,0.825435490114542,0.386836852658625,NA,-409.867506,NA,-309.068848,-236.246072914033,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.288102690969304,0.288102690969304,0.288102690969304,0,0,0.288102690969304,-387.733,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1957,NA
"1958",1969,"Earlytree",2,1,7,"full",2,-188.33025219706,-188.31929770471,-188.569472620036,-226.406468404159,-188.31929770471,0.697568498373074,0.356096506695057,NA,-411.616437,NA,-359.007324,-211.422514586937,NA,NA,NA,"drift_two_slow","loglik_selectiononestate",0.882329478831249,0.882329478831249,0.882329478831249,0,0,0.882329478831249,-386.979872,NA,306,"No",1,NA,NA,1,NA,NA,0,NA,1958,NA
"1959",1970,"Earlytree",2,1,7,"cladeA",2,-69.3727587443318,-69.3588845257958,-69.9419586151677,-76.6426343047641,-69.3588845257958,0.697568498373074,0.356096506695057,NA,NA,NA,NA,-78.8359680412581,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.867701616379763,0.867701616379763,0.867701616379763,0,0,0.867701616379763,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,1959,NA
"1960",1971,"Earlytree",2,1,7,"cladeB",2,-12.232397604525,-9.53201971981962,-12.2905312629292,-19.452748822072,-9.53201971981962,0.697568498373074,0.356096506695057,NA,NA,NA,NA,NA,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0201280336851959,0.0201280336851959,0.0201280336851959,1,1,0.0201280336851959,NA,NA,21,"No",1,NA,NA,NA,NA,NA,NA,NA,1960,NA
"1961",1972,"Earlytree",2,1,7,"cladeC",2,-47.6702495528135,-47.573899368517,-48.1346541270407,-55.2393609947173,-47.573899368517,0.697568498373074,0.356096506695057,NA,NA,NA,NA,-51.9657836301634,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.660678563378409,0.660678563378409,0.660678563378409,0,0,0.660678563378409,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,1961,NA
"1962",1973,"Earlytree",2,1,7,"cladeD",2,-49.158675089689,-49.0801397162429,-49.6231462198466,-61.8304735157058,-49.0801397162429,0.697568498373074,0.356096506695057,NA,NA,NA,NA,-56.8535530219519,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.691867853889361,0.691867853889361,0.691867853889361,0,0,0.691867853889361,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,1962,NA
"1963",1974,"Earlytree",2,1,7,"cladeE",2,-29.2148049020145,-29.0163700919047,-29.4653796373808,-36.8106644930233,-29.0163700919047,0.697568498373074,0.356096506695057,NA,NA,NA,NA,-29.6527341045802,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.528710359618131,0.528710359618131,0.528710359618131,0,0,0.528710359618131,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,1963,NA
"1964",1975,"Earlytree",2,1,7,"cladeF",2,-19.0180999621152,-19.0142173166013,-19.6597527788521,-19.6543841046514,-19.0142173166013,0.697568498373074,0.356096506695057,NA,NA,NA,NA,-20.3682790597285,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.929780594168746,0.929780594168746,0.929780594168746,0,0,0.929780594168746,NA,NA,34,"No",1,NA,NA,NA,NA,NA,NA,NA,1964,NA
"1965",1976,"Earlytree",2,1,7,"ThreeQuarterSample",2,-86.8502551790289,-86.2234594769799,-87.4326342540767,-105.977494590338,-86.2234594769799,0.697568498373074,0.356096506695057,NA,NA,NA,NA,-101.197732299005,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.262867645524764,0.262867645524764,0.262867645524764,0,0,0.262867645524764,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,1965,NA
"1966",1977,"Earlytree",2,1,7,"HalfSample",2,-97.8922707592056,-97.7300812325559,-98.0865317756799,-117.823840888474,-97.7300812325559,0.697568498373074,0.356096506695057,NA,NA,NA,NA,-107.610120900292,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.568987802633472,0.568987802633472,0.568987802633472,0,0,0.568987802633472,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,1966,NA
"1967",1978,"Earlytree",2,1,7,"Rarelost",2,-123.092440586998,-120.250721278734,-123.133871975551,-140.459983890203,-120.250721278734,0.697568498373074,0.356096506695057,NA,NA,NA,NA,-129.652522018734,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0171257720369149,0.0171257720369149,0.0171257720369149,1,1,0.0171257720369149,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,1967,NA
"1968",1979,"Earlytree",2,1,7,"Frequentlost",2,-138.955302336851,-137.184689185314,-139.564236833304,-161.079090179256,-137.184689185314,0.697568498373074,0.356096506695057,NA,NA,NA,NA,-163.818273551683,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0598611886603357,0.0598611886603357,0.0598611886603357,0,0,0.0598611886603357,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,1968,NA
"1969",1980,"Earlytree",2,1,7,"Ecologyloss",2,-88.7492943069146,-88.7425269787903,-89.2162802263333,-104.946085453587,-88.7425269787903,0.697568498373074,0.356096506695057,NA,NA,NA,NA,-105.030824028671,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.907384241246002,0.907384241246002,0.907384241246002,0,0,0.907384241246002,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,1969,NA
"1970",1981,"Earlytree",2,1,7,"horizontal10",2,-200.304379227501,-200.285893944123,-200.671319823931,-247.010604053284,-200.285893944123,0.697568498373074,0.356096506695057,-412.233218,-412.212012,NA,-358.671686,-231.057219865754,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.84752498504282,0.84752498504282,0.84752498504282,0,0,0.84752498504282,0.042412000000013,NA,306,"Yes",1,NA,NA,0.999778306386251,NA,NA,0,NA,1970,NA
"1971",1982,"Earlytree",2,1,7,"horizontalClade10",2,-184.656803437888,-182.824400527467,-184.775009474771,-227.153118792585,-182.824400527467,0.697568498373074,0.356096506695057,-403.202722,-395.463994,NA,-349.145143,-207.098872034487,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0555731186128083,0.0555731186128083,0.0555731186128083,0,0,0.0555731186128083,15.477456,NA,306,"Yes",1,NA,NA,0.00380681134079563,NA,NA,1,NA,1971,NA
"1972",1983,"Earlytree",2,1,7,"horizontalEcology10",2,-193.239547549469,-191.951112229834,-193.464018394035,-223.603730712242,-191.951112229834,0.697568498373074,0.356096506695057,NA,-408.74078,NA,-355.006826,-226.008885974657,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.108435846322966,0.108435846322966,0.108435846322966,0,0,0.108435846322966,-382.51889,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1972,NA
"1973",1984,"Earlytree",2,1,7,"horizontalNeighbor10",2,-199.385654586469,-199.382882298149,-199.856800636468,-242.185609452808,-199.382882298149,0.697568498373074,0.356096506695057,NA,-411.052153,NA,-358.914272,-236.776356179039,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.940642845210282,0.940642845210282,0.940642845210282,0,0,0.940642845210282,-385.380634,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1973,NA
"1974",1985,"Earlytree",2,1,8,"full",2,-190.111428135934,-189.967680718322,-190.555651286187,-210.609692349346,-189.967680718322,0.737892027462158,0.293324259163525,-412.135167,-411.425534,NA,-357.240041,-239.41854775747,NA,NA,NA,"drift_two_slow","loglik_selectiononestate",0.591830389310604,0.591830389310604,0.591830389310604,0,0,0.591830389310604,1.41926599999999,NA,306,"No",1,NA,NA,0.840839675779794,NA,NA,0,NA,1974,NA
"1975",1986,"Earlytree",2,1,8,"cladeA",2,-70.4838451714277,-70.1510046474281,-70.9177733120369,-76.2711944679994,-70.1510046474281,0.737892027462158,0.293324259163525,NA,NA,NA,NA,-90.3957695942385,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.414561455064405,0.414561455064405,0.414561455064405,0,0,0.414561455064405,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,1975,NA
"1976",1987,"Earlytree",2,1,8,"cladeB",2,-7.7092890506542,-5.46646770490692,-7.71808410286247,-5.46646770490759,-5.46646770490692,0.737892027462158,0.293324259163525,NA,NA,NA,NA,NA,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0341806923710939,0.0341806923710939,0.0341806923710939,1,1,0.0341806923710939,NA,NA,21,"No",1,NA,NA,NA,NA,NA,NA,NA,1976,NA
"1977",1988,"Earlytree",2,1,8,"cladeC",2,-50.5735269469908,-50.5316128303284,-51.1159374739011,-60.6824009338351,-50.5316128303284,0.737892027462158,0.293324259163525,NA,NA,NA,NA,-62.3076139451156,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.77217501657292,0.77217501657292,0.77217501657292,0,0,0.77217501657292,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,1977,NA
"1978",1989,"Earlytree",2,1,8,"cladeD",2,-47.4303286292645,-47.3438888111306,-47.9111502767292,-52.6713815534143,-47.3438888111306,0.737892027462158,0.293324259163525,NA,NA,NA,NA,-55.7533140952521,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.6775651623059,0.6775651623059,0.6775651623059,0,0,0.6775651623059,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,1978,NA
"1979",1990,"Earlytree",2,1,8,"cladeE",2,-32.1363217167411,-31.9155566205592,-32.6063110346984,-38.6935516223782,-31.9155566205592,0.737892027462158,0.293324259163525,NA,NA,NA,NA,-39.1042922069283,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.506384819883208,0.506384819883208,0.506384819883208,0,0,0.506384819883208,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,1979,NA
"1980",1991,"Earlytree",2,1,8,"cladeF",2,-17.9492313763276,-17.9450913575638,-18.6422481753049,-19.0849094794636,-17.9450913575638,0.737892027462158,0.293324259163525,NA,NA,NA,NA,-21.1912311798846,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.927496793206924,0.927496793206924,0.927496793206924,0,0,0.927496793206924,NA,NA,34,"No",1,NA,NA,NA,NA,NA,NA,NA,1980,NA
"1981",1992,"Earlytree",2,1,8,"ThreeQuarterSample",2,-81.199986710214,-80.946555821745,-81.8600037494666,-91.4357009472239,-80.946555821745,0.737892027462158,0.293324259163525,NA,NA,NA,NA,-98.2870322130974,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.476500533654373,0.476500533654373,0.476500533654373,0,0,0.476500533654373,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,1981,NA
"1982",1993,"Earlytree",2,1,8,"HalfSample",2,-100.549734269681,-99.8329041564117,-101.048669416133,-109.740593313629,-99.8329041564117,0.737892027462158,0.293324259163525,NA,NA,NA,NA,-123.20774306807,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.231168015239102,0.231168015239102,0.231168015239102,0,0,0.231168015239102,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,1982,NA
"1983",1994,"Earlytree",2,1,8,"Rarelost",2,-134.140651371402,-130.77153598969,-134.249417318467,-157.964107091731,-130.77153598969,0.737892027462158,0.293324259163525,NA,NA,NA,NA,-151.705482572246,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0094368168710891,0.0094368168710891,0.0094368168710891,1,1,0.0094368168710891,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,1983,NA
"1984",1995,"Earlytree",2,1,8,"Frequentlost",2,-145.033087071702,-144.322994275919,-145.698600615927,-154.416659355177,-144.322994275919,0.737892027462158,0.293324259163525,NA,NA,NA,NA,-175.249968000262,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.233372858033689,0.233372858033689,0.233372858033689,0,0,0.233372858033689,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,1984,NA
"1985",1996,"Earlytree",2,1,8,"Ecologyloss",2,-89.8752338772073,-89.0263158641146,-90.4772716435056,-105.299557156626,-89.0263158641146,0.737892027462158,0.293324259163525,NA,NA,NA,NA,-121.674617365881,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.192571221011486,0.192571221011486,0.192571221011486,0,0,0.192571221011486,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,1985,NA
"1986",1997,"Earlytree",2,1,8,"horizontal10",2,-194.063801468057,-193.469995910268,-194.504179076245,-217.453212584844,-193.469995910268,0.737892027462158,0.293324259163525,NA,-410.212261,-358.19185,-356.916576,-243.603876656721,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.275811952698215,0.275811952698215,0.275811952698215,0,0,0.275811952698215,-385.897554,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1986,NA
"1987",1998,"Earlytree",2,1,8,"horizontalClade10",2,-177.160028305219,-174.132539902984,-177.423712025965,-199.467721572314,-174.132539902984,0.737892027462158,0.293324259163525,-374.962404,-385.030122,NA,-346.267462,-216.770534984193,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0138671576306763,0.0138671576306763,0.0138671576306763,1,1,0.0138671576306763,-20.135436,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1987,NA
"1988",1999,"Earlytree",2,1,8,"horizontalEcology10",2,-190.683434519954,-189.79219160315,-191.058951301486,-226.102439647847,-189.79219160315,0.737892027462158,0.293324259163525,NA,-406.602254,NA,-352.120977,-229.581788016867,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.181844376431147,0.181844376431147,0.181844376431147,0,0,0.181844376431147,-382.151526,NA,306,"Yes",1,NA,NA,1,NA,NA,0,NA,1988,NA
