"","X","Tree","NumberOfVariantsInModel","RateOfChange","Repetition","Sample","NumberOfVariantsObserved","loglik_drift","loglik_selectiononestate","loglik_pathways","loglik_pathwaystoone","loglik_unconstrained","phylosigLambda","phylosigK","BayestraitsIndependent_CladeA","BayestraitsDependent_CladeA","BayestraitsIndependent_Ecology","BayestraitsDependent_Ecology","loglik_pathwaysfromone","BayestraitsMultistate_Free","BayestraitsMultistate_Equal","Pathway_impossible","simulation_variant","ml_model_supported","chisq_p_selectionwronglysupported_df","chisq_p_selectionwronglysupported","chisq_p_selectiontoonestatewronglysupported","selectionwronglysupportedsignificant","selectiontoonewronglysupportedsignificant","chisq_p_selectiontoonestatewronglysupported_df","BT_dependent_CladeA_better","BT_dependent_Forest_better","samplesize","horizontaltransmission","diversityrepresented","BT_MultistateFree_better","chisq_BT_MultitstateFree_better","chisq_BT_CladeAdependent_better","chisq_BT_Forestdependent_better","BT_MultitstateFree_wronglysupported","BT_CladeAdependent_wronglysupported","BT_Forestdependent_wronglysupported","X.1","BT_Multistate_nonconvergence"
"1",1,"Latetree",2,1,1,"full",2,-19.908671162002,-19.2560893276023,-19.952951155764,-27.0852275782124,-19.2560893276023,1.00322314926575,1.0453090396802,-22.743485,-22.368403,-87.446135,-85.054818,-20.0986940567315,NA,NA,NA,"drift_two_slow","loglik_selectiononestate",0.253272169910793,0.253272169910793,0.253272169910793,0,0,0.253272169910793,0.750163999999998,NA,306,"No",1,NA,NA,0.9450016227482,NA,NA,0,NA,1,NA
"2",2,"Latetree",2,1,1,"cladeA",2,-6.04134435286543,-6.01289272800536,-6.04758540168507,-7.07957621979556,-6.01289272800536,1.00322314926575,1.0453090396802,NA,NA,NA,NA,-6.01289272800535,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.811459177121039,0.811459177121039,0.811459177121039,0,0,0.811459177121039,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,2,NA
"3",3,"Latetree",2,1,1,"cladeB",2,-2.88566665786126,-2.7834472392549,-3.47725214003085,-3.04786505780072,-2.7834472392549,1.00322314926575,1.0453090396802,NA,NA,NA,NA,NA,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.651161551081626,0.651161551081626,0.651161551081626,0,0,0.651161551081626,NA,NA,21,"No",1,NA,NA,NA,NA,NA,NA,NA,3,NA
"4",4,"Latetree",2,1,1,"cladeC",2,-3.59867506620122,-3.57675872549127,-3.6227317507967,-3.89326831099689,-3.57675872549127,1.00322314926575,1.0453090396802,NA,NA,NA,NA,-3.57675872549127,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.834165218071617,0.834165218071617,0.834165218071617,0,0,0.834165218071617,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,4,NA
"5",5,"Latetree",2,1,1,"cladeD",2,-4.30195591797938,-3.94708307795603,-4.35211067081145,-4.34973544968658,-3.94708307795603,1.00322314926575,1.0453090396802,NA,NA,NA,NA,-4.31643062753286,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.399528252881089,0.399528252881089,0.399528252881089,0,0,0.399528252881089,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,5,NA
"6",6,"Latetree",2,1,1,"cladeE",2,-2.99797532232109,-2.75091489539049,-3.18673034375775,-2.82213358592368,-2.75091489539049,1.00322314926575,1.0453090396802,NA,NA,NA,NA,-3.02903046996338,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.482094821943773,0.482094821943773,0.482094821943773,0,0,0.482094821943773,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,6,NA
"7",7,"Latetree",2,1,1,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,7,NA
"8",8,"Latetree",2,1,1,"ThreeQuarterSample",2,-19.1444271660834,-17.7383920107791,-19.2237074416757,-26.0468353792581,-17.7383920107791,1.00322314926575,1.0453090396802,NA,NA,NA,NA,-19.5591467753575,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0935575654191917,0.0935575654191917,0.0935575654191917,0,0,0.0935575654191917,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,8,NA
"9",9,"Latetree",2,1,1,"HalfSample",2,-19.25412125574,-18.0027730281706,-19.3239931003208,-26.5184206283438,-18.0027730281706,1.00322314926575,1.0453090396802,NA,NA,NA,NA,-19.6013350240949,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.113651557903618,0.113651557903618,0.113651557903618,0,0,0.113651557903618,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,9,NA
"10",10,"Latetree",2,1,1,"Rarelost",2,-19.4708343980664,-18.3380093871479,-19.5162591482199,-26.4149744641514,-18.3380093871479,1.00322314926575,1.0453090396802,NA,NA,NA,NA,-19.7015439224697,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.132270703074207,0.132270703074207,0.132270703074207,0,0,0.132270703074207,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,10,NA
"11",11,"Latetree",2,1,1,"Frequentlost",2,-19.3527194378822,-18.5653035041993,-19.420617574148,-26.6070887708695,-18.5653035041993,1.00322314926575,1.0453090396802,NA,NA,NA,NA,-19.6113646213553,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.209506694662163,0.209506694662163,0.209506694662163,0,0,0.209506694662163,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,11,NA
"12",12,"Latetree",2,1,1,"Ecologyloss",2,-15.0997249519364,-13.5745975398271,-15.1387045428062,-20.3814917163443,-13.5745975398271,1.00322314926575,1.0453090396802,NA,NA,NA,NA,-15.3343897922989,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0807244761596516,0.0807244761596516,0.0807244761596516,0,0,0.0807244761596516,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,12,NA
"13",13,"Latetree",2,1,1,"horizontal10",2,-119.21437908394,-116.119468941738,-119.907530016401,-241.123938662515,-116.119468941738,1.00322314926575,1.0453090396802,-119.606864,-115.427795,-184.309515,-180.304758,-130.677811346203,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0128487234312105,0.0128487234312105,0.0128487234312105,1,1,0.0128487234312105,8.358138,NA,306,"Yes",1,NA,NA,0.0793058256498389,NA,NA,0,NA,13,NA
"14",14,"Latetree",2,1,1,"horizontalClade10",2,-15.0230926637931,-14.2462106678294,-15.0409817147864,-17.3187345222423,-14.2462106678294,1.00322314926575,1.0453090396802,-17.733606,-15.55869,-82.436256,-80.282922,-15.1597043928955,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.212580632848546,0.212580632848546,0.212580632848546,0,0,0.212580632848546,4.349832,NA,306,"Yes",1,NA,NA,0.360726644585303,NA,NA,0,NA,14,NA
"15",15,"Latetree",2,1,1,"horizontalEcology10",2,-65.2765493474956,-45.9631575069745,-65.9110405700686,-68.6613302395913,-45.9631575069745,1.00322314926575,1.0453090396802,-49.450553,-49.188525,-114.153203,-107.74723,-71.1976158035376,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",5.13099562837738e-10,5.13099562837738e-10,5.13099562837738e-10,1,1,5.13099562837738e-10,0.524056000000002,NA,306,"Yes",1,NA,NA,0.971117266563479,NA,NA,0,NA,15,NA
"16",16,"Latetree",2,1,1,"horizontalNeighbor10",2,-54.0469730328612,-44.182684399061,-54.6525646291118,-63.6769183196706,-44.182684399061,1.00322314926575,1.0453090396802,-47.67008,-47.028188,-112.37273,-115.622906,-80.2946534893756,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",8.92566170906939e-06,8.92566170906939e-06,8.92566170906939e-06,1,1,8.92566170906939e-06,1.283784,NA,306,"Yes",1,NA,NA,0.864120748633637,NA,NA,0,NA,16,NA
"17",17,"Latetree",2,1,2,"full",2,-9.08128148742625,-8.98818030349058,-9.09118047933985,-12.4872806077864,-8.98818030349058,1.00322314926575,9.3270235364285,-12.475576,-11.972158,-77.178226,-76.046667,-8.98818030349058,NA,NA,NA,"drift_two_slow","loglik_selectiononestate",0.666096329855497,0.666096329855497,0.666096329855497,0,0,0.666096329855497,1.006836,NA,306,"No",1,NA,NA,0.90875766323524,NA,NA,0,NA,17,NA
"18",18,"Latetree",2,1,2,"cladeA",2,-3.62117613931983,-3.58724935756999,-3.6282636360952,-3.87635780669284,-3.58724935756999,1.00322314926575,9.3270235364285,NA,NA,NA,NA,-3.58724935756998,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.79448801398443,0.79448801398443,0.79448801398443,0,0,0.79448801398443,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,18,NA
"19",19,"Latetree",2,1,2,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,19,NA
"20",20,"Latetree",2,1,2,"cladeC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,78,"No",0.5,NA,NA,NA,NA,NA,NA,NA,20,NA
"21",21,"Latetree",2,1,2,"cladeD",2,-2.95087203163288,-2.92316769119322,-3.56314854240973,-3.03466081256877,-2.92316769119322,1.00322314926575,9.3270235364285,NA,NA,NA,NA,-2.95960255033599,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.813905669752836,0.813905669752836,0.813905669752836,0,0,0.813905669752836,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,21,NA
"22",22,"Latetree",2,1,2,"cladeE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,48,"No",0.5,NA,NA,NA,NA,NA,NA,NA,22,NA
"23",23,"Latetree",2,1,2,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,23,NA
"24",24,"Latetree",2,1,2,"ThreeQuarterSample",2,-8.71417820215495,-8.67332673284846,-8.72971008474173,-12.0738730474539,-8.67332673284846,1.00322314926575,9.3270235364285,NA,NA,NA,NA,-8.67332673284847,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.775002769596796,0.775002769596796,0.775002769596796,0,0,0.775002769596796,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,24,NA
"25",25,"Latetree",2,1,2,"HalfSample",2,-8.77070314451449,-8.72072137836431,-8.78505915982379,-12.1370102205404,-8.72072137836431,1.00322314926575,9.3270235364285,NA,NA,NA,NA,-8.72072137836322,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.751873401095344,0.751873401095344,0.751873401095344,0,0,0.751873401095344,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,25,NA
"26",26,"Latetree",2,1,2,"Rarelost",2,-9.03212380275998,-8.9868916811019,-9.04274126744097,-12.0806005538118,-8.9868916811019,1.00322314926575,9.3270235364285,NA,NA,NA,NA,-8.98689168110191,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.763587793980398,0.763587793980398,0.763587793980398,0,0,0.763587793980398,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,26,NA
"27",27,"Latetree",2,1,2,"Frequentlost",2,-8.8769580933558,-8.78088512128634,-8.89027003122715,-12.4045242188894,-8.78088512128634,1.00322314926575,9.3270235364285,NA,NA,NA,NA,-8.78088512128634,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.661136536243974,0.661136536243974,0.661136536243974,0,0,0.661136536243974,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,27,NA
"28",28,"Latetree",2,1,2,"Ecologyloss",2,-7.08169323739635,-6.91949651287183,-7.13175836286294,-10.6315526576598,-6.91949651287183,1.00322314926575,9.3270235364285,NA,NA,NA,NA,-6.91949651287258,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.568979228829449,0.568979228829449,0.568979228829449,0,0,0.568979228829449,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,28,NA
"29",29,"Latetree",2,1,2,"horizontal10",2,-101.23337873703,-99.921531268506,-101.926481581654,-182.777500399323,-99.921531268506,1.00322314926575,9.3270235364285,-103.408927,-94.93945,-168.111577,-166.132185,-137.491895584597,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.105279033996347,0.105279033996347,0.105279033996347,0,0,0.105279033996347,16.938954,NA,306,"Yes",1,NA,NA,0.00198645562476696,NA,NA,1,NA,29,NA
"30",30,"Latetree",2,1,2,"horizontalClade10",2,-5.69767527036799,-5.65440467950605,-5.69904202385342,-6.20385754542877,-5.65440467950605,1.00322314926575,9.3270235364285,-9.1418,-7.634731,-73.84445,-72.674806,-5.65440467950543,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.768621259486413,0.768621259486413,0.768621259486413,0,0,0.768621259486413,3.014138,NA,306,"Yes",1,NA,NA,0.555462233747445,NA,NA,0,NA,30,NA
"31",31,"Latetree",2,1,2,"horizontalEcology10",2,-79.0840244632445,-61.5714026957588,-79.7741672749726,-70.0851001834101,-61.5714026957588,1.00322314926575,9.3270235364285,-65.058798,-64.931224,-129.761448,-125.972896,-118.54294428403,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",3.25458571204251e-09,3.25458571204251e-09,3.25458571204251e-09,1,1,3.25458571204251e-09,0.255147999999991,NA,306,"Yes",1,NA,NA,0.99252251868188,NA,NA,0,NA,31,NA
"32",32,"Latetree",2,1,2,"horizontalNeighbor10",2,-81.1107595328499,-74.9927703863931,-81.800020769211,-125.247013889981,-74.9927703863931,1.00322314926575,9.3270235364285,-78.480166,-77.169873,-143.182816,-139.137353,-137.218504933742,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.000468767591126573,0.000468767591126573,0.000468767591126573,1,1,0.000468767591126573,2.620586,NA,306,"Yes",1,NA,NA,0.623180768807551,NA,NA,0,NA,32,NA
"33",33,"Latetree",2,1,3,"full",2,-8.38218066773937,-6.9083647920857,-8.40905096951895,-6.90905648961069,-6.9083647920857,1.00322314926575,10.0089768965487,-10.39576,-8.340326,-75.098411,-69.467261,-9.36102925390156,NA,NA,NA,"drift_two_slow","loglik_selectiononestate",0.0860035046350967,0.0860035046350967,0.0860035046350967,0,0,0.0860035046350967,4.110868,NA,306,"No",1,NA,NA,0.391209383259019,NA,NA,0,NA,33,NA
"34",34,"Latetree",2,1,3,"cladeA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,113,"No",0.5,NA,NA,NA,NA,NA,NA,NA,34,NA
"35",35,"Latetree",2,1,3,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,35,NA
"36",36,"Latetree",2,1,3,"cladeC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,78,"No",0.5,NA,NA,NA,NA,NA,NA,NA,36,NA
"37",37,"Latetree",2,1,3,"cladeD",2,-3.94808549491128,-3.74326388719189,-4.13399984077902,-3.74326388719189,-3.74326388719189,1.00322314926575,10.0089768965487,NA,NA,NA,NA,-4.42404908185244,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.522150650657444,0.522150650657444,0.522150650657444,0,0,0.522150650657444,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,37,NA
"38",38,"Latetree",2,1,3,"cladeE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,48,"No",0.5,NA,NA,NA,NA,NA,NA,NA,38,NA
"39",39,"Latetree",2,1,3,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,39,NA
"40",40,"Latetree",2,1,3,"ThreeQuarterSample",2,-8.05002471117752,-6.54551863037673,-8.08825875688803,-6.56248487878333,-6.54551863037673,1.00322314926575,10.0089768965487,NA,NA,NA,NA,-9.07844586324055,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0828027388946599,0.0828027388946599,0.0828027388946599,0,0,0.0828027388946599,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,40,NA
"41",41,"Latetree",2,1,3,"HalfSample",2,-8.10098105727845,-6.67339988526,-8.13727949323596,-6.6889217357579,-6.67339988526,1.00322314926575,10.0089768965487,NA,NA,NA,NA,-9.10923886441961,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0910810443229915,0.0910810443229915,0.0910810443229915,0,0,0.0910810443229915,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,41,NA
"42",42,"Latetree",2,1,3,"Rarelost",2,-8.33521571389284,-6.55901028222502,-8.36345295001564,-6.55901028222429,-6.55901028222502,1.00322314926575,10.0089768965487,NA,NA,NA,NA,-9.3610079058585,NA,NA,FALSE,"drift_two_slow","loglik_pathwaystoone",0.0594590010918935,0.0594590010918935,0.0594590010918935,0,0,0.0594590010918935,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,42,NA
"43",43,"Latetree",2,1,3,"Frequentlost",2,-8.10637501223569,-6.81138663051413,-8.14158063567021,-6.83003056394743,-6.81138663051413,1.00322314926575,10.0089768965487,NA,NA,NA,NA,-9.13253961661794,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.107541913418589,0.107541913418589,0.107541913418589,0,0,0.107541913418589,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,43,NA
"44",44,"Latetree",2,1,3,"Ecologyloss",2,-5.51145913829133,-4.95167061207212,-5.51353587140494,-5.5928351974704,-4.95167061207212,1.00322314926575,10.0089768965487,NA,NA,NA,NA,-5.53631072427871,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.290009543711406,0.290009543711406,0.290009543711406,0,0,0.290009543711406,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,44,NA
"45",45,"Latetree",2,1,3,"horizontal10",2,-118.230849104139,-117.493941343802,-118.924000562644,-252.083754126949,-117.493941343802,1.00322314926575,10.0089768965487,-120.981337,-107.115372,-185.683987,-173.865128,-127.392918788846,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.224744654060109,0.224744654060109,0.224744654060109,0,0,0.224744654060109,27.73193,NA,306,"Yes",1,NA,NA,1.41345185524777e-05,NA,NA,1,NA,45,NA
"46",47,"Latetree",2,1,3,"horizontalEcology10",2,-43.0641353062582,-40.6302071346171,-43.3095665931423,-42.3673853250495,-40.6302071346171,1.00322314926575,10.0089768965487,-44.117603,-41.472043,-108.820253,-93.976332,-43.5722308207667,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0273614687923183,0.0273614687923183,0.0273614687923183,1,1,0.0273614687923183,5.29112000000001,NA,306,"Yes",1,NA,NA,0.258709359564513,NA,NA,0,NA,46,NA
"47",48,"Latetree",2,1,3,"horizontalNeighbor10",2,-76.0171733554792,-70.2932343806997,-76.7029651672981,-139.112042997172,-70.2932343806997,1.00322314926575,10.0089768965487,-73.78063,-70.527901,-138.48328,-131.892011,-108.872378400199,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.000715756913185039,0.000715756913185039,0.000715756913185039,1,1,0.000715756913185039,6.505458,NA,306,"Yes",1,NA,NA,0.164446809842556,NA,NA,0,NA,47,NA
"48",49,"Latetree",2,1,5,"full",2,-15.407272205059,-11.3611784282573,-15.4116848563018,-42.5276739728343,-11.3611784282573,6.63244184616063e-05,0.0113584275679452,-15.305175,-15.169551,-80.007825,-79.574552,-15.4497668864846,NA,NA,NA,"drift_two_slow","loglik_selectiononestate",0.00444564706400341,0.00444564706400341,0.00444564706400341,1,1,0.00444564706400341,0.271248,NA,306,"No",1,NA,NA,0.991593810865256,NA,NA,0,NA,48,NA
"49",50,"Latetree",2,1,5,"cladeA",2,-6.46860845298796,-4.89128845616079,-6.47449087740406,-14.1626066678344,-4.89128845616079,6.63244184616063e-05,0.0113584275679452,NA,NA,NA,NA,-6.48375833179768,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0757113897159715,0.0757113897159715,0.0757113897159715,0,0,0.0757113897159715,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,49,NA
"50",51,"Latetree",2,1,5,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,50,NA
"51",52,"Latetree",2,1,5,"cladeC",2,-7.39240180796717,-4.69753335124388,-7.40075429819711,-13.1619205378216,-4.69753335124388,6.63244184616063e-05,0.0113584275679452,NA,NA,NA,NA,-7.41263883676042,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0202555244964562,0.0202555244964562,0.0202555244964562,1,1,0.0202555244964562,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,51,NA
"52",53,"Latetree",2,1,5,"cladeD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,81,"No",0.5,NA,NA,NA,NA,NA,NA,NA,52,NA
"53",54,"Latetree",2,1,5,"cladeE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,48,"No",0.5,NA,NA,NA,NA,NA,NA,NA,53,NA
"54",55,"Latetree",2,1,5,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,54,NA
"55",56,"Latetree",2,1,5,"ThreeQuarterSample",2,-14.3702751226621,-9.57748794607996,-14.377533724898,-35.9635799569131,-9.57748794607996,6.63244184616063e-05,0.0113584275679452,NA,NA,NA,NA,-14.4352685526655,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00196112081260424,0.00196112081260424,0.00196112081260424,1,1,0.00196112081260424,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,55,NA
"56",57,"Latetree",2,1,5,"HalfSample",2,-8.9852159061363,-5.33401562399072,-8.98610969107109,-21.5335253074466,-5.33401562399072,6.63244184616063e-05,0.0113584275679452,NA,NA,NA,NA,-8.99850338789028,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00688625464297099,0.00688625464297099,0.00688625464297099,1,1,0.00688625464297099,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,56,NA
"57",58,"Latetree",2,1,5,"Rarelost",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,290,"No",0.5,NA,NA,NA,NA,NA,NA,NA,57,NA
"58",59,"Latetree",2,1,5,"Frequentlost",2,-15.1699465632424,-10.1445219382868,-15.1761568769175,-34.8854886839126,-10.1445219382868,6.63244184616063e-05,0.0113584275679452,NA,NA,NA,NA,-15.2291157333778,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00152277726587657,0.00152277726587657,0.00152277726587657,1,1,0.00152277726587657,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,58,NA
"59",60,"Latetree",2,1,5,"Ecologyloss",2,-14.9705652336126,-9.57716459918182,-14.9791031803001,-38.8993137559828,-9.57716459918182,6.63244184616063e-05,0.0113584275679452,NA,NA,NA,NA,-15.0394000799644,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00102226379394654,0.00102226379394654,0.00102226379394654,1,1,0.00102226379394654,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,59,NA
"60",61,"Latetree",2,1,5,"horizontal10",2,-144.600093319622,-109.383509593276,-145.293244808822,-263.235123828089,-109.383509593276,6.63244184616063e-05,0.0113584275679452,-113.290535,-112.784423,-177.993185,-177.285469,-162.231244052992,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0,0,0,1,1,0,1.012224,NA,306,"Yes",1,NA,NA,0.907936801933785,NA,NA,0,NA,60,NA
"61",62,"Latetree",2,1,5,"horizontalClade10",2,-9.10129815931769,-6.02880215160801,-9.10195491554692,-21.5717699027716,-6.02880215160801,6.63244184616063e-05,0.0113584275679452,-10.106689,-8.830925,-74.809339,-74.596516,-9.11177807830964,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0131784760757487,0.0131784760757487,0.0131784760757487,1,1,0.0131784760757487,2.551528,NA,306,"Yes",1,NA,NA,0.635433281439234,NA,NA,0,NA,61,NA
"62",63,"Latetree",2,1,5,"horizontalEcology10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,306,"Yes",0.5,NA,NA,NA,NA,NA,NA,NA,62,NA
"63",64,"Latetree",2,1,5,"horizontalNeighbor10",2,-15.407272205059,-11.3611784282573,-15.4116848563018,-42.5276739728343,-11.3611784282573,6.63244184616063e-05,0.0113584275679452,-15.305175,-15.169551,-80.007825,-79.574585,-15.4497668864846,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00444564706400341,0.00444564706400341,0.00444564706400341,1,1,0.00444564706400341,0.271248,NA,306,"Yes",1,NA,NA,0.991593810865256,NA,NA,0,NA,63,NA
"64",65,"Latetree",2,1,7,"full",2,-4.19690881667214,-3.55808186279722,-4.46449134294861,-3.55808186279721,-3.55808186279722,1.00322314926575,110.843760757777,-7.045477,-4.196172,-71.748128,-67.657096,-4.96440513209735,NA,NA,NA,"drift_two_slow","loglik_pathwaystoone",0.258335707573502,0.258335707573502,0.258335707573502,0,0,0.258335707573502,5.69861,NA,306,"No",1,NA,NA,0.222815236354186,NA,NA,0,NA,64,NA
"65",66,"Latetree",2,1,7,"cladeA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,113,"No",0.5,NA,NA,NA,NA,NA,NA,NA,65,NA
"66",67,"Latetree",2,1,7,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,66,NA
"67",68,"Latetree",2,1,7,"cladeC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,78,"No",0.5,NA,NA,NA,NA,NA,NA,NA,67,NA
