"","X","Tree","NumberOfVariantsInModel","RateOfChange","Repetition","Sample","NumberOfVariantsObserved","loglik_drift","loglik_selectiononestate","loglik_pathways","loglik_pathwaystoone","loglik_unconstrained","phylosigLambda","phylosigK","BayestraitsIndependent_CladeA","BayestraitsDependent_CladeA","BayestraitsIndependent_Forest","BayestraitsDependent_Forest","loglik_pathwaysfromone","BayestraitsMultistate_Free","BayestraitsMultistate_Equal","Pathway_impossible","selection_variant","X.1","BT_dependent_CladeA_better","BT_dependent_Forest_better","chisq_BT_CladeAdependent_better","chisq_BT_Forestdependent_better","BT_CladeAdependent_wronglysupported","BT_Forestdependent_wronglysupported"
"1",1,"PamaNyungantree",2,1,1,"full",2,NA,NA,NA,NA,NA,0.961086401947577,1.04350880538343,-362.226814,-359.438144,-248.314576,-247.298336,NA,NA,NA,NA,"Q_onlyandfastInEcology1",1,5.57733999999994,2.03247999999996,0.233014413695302,0.729784780706875,0,0
"2",2,"PamaNyungantree",2,1,1,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.961086401947577,1.04350880538343,NA,-148.097097,-125.269573,-101.933638,NA,NA,NA,NA,NA,2,NA,46.67187,NA,1.78476167178587e-09,NA,1
"3",3,"PamaNyungantree",2,1,1,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,1.30004649436596,-180.733147,-179.259775,-151.367011,-115.898232,NA,NA,NA,NA,NA,3,2.94674400000002,70.937558,0.566776859716174,1.4432899320127e-14,0,1
"4",4,"PamaNyungantree",2,1,1,"Rarelost",2,NA,NA,NA,NA,NA,0.96048384950427,0.826237863678363,NA,-283.609106,-209.610768,-168.661257,NA,NA,NA,NA,NA,4,NA,81.899022,NA,1.11022302462516e-16,NA,1
"5",5,"PamaNyungantree",2,1,1,"Frequentlost",2,NA,NA,NA,NA,NA,0.9196203438601,1.00863750408427,-250.012631,-245.976096,-235.770476,-188.981115,NA,NA,NA,NA,NA,5,8.07306999999997,93.578722,0.0889379223455223,0,0,1
"6",6,"PamaNyungantree",2,1,1,"Ecologyloss",2,NA,NA,NA,NA,NA,0.870211150990821,0.739208562235617,-114.189589,-114.070116,-36.862477,-36.862477,NA,NA,NA,NA,NA,6,0.238945999999999,0,0.9934068695486,1,0,0
"7",7,"PamaNyungantree",2,1,1,"horizontal10",2,NA,NA,NA,NA,NA,0.776722400528976,0.412763581748002,-376.980786,-376.09613,-257.96152,-277.701949,NA,NA,NA,NA,NA,7,1.76931200000001,-39.480858,0.778091860522557,1,0,0
"8",8,"PamaNyungantree",2,1,1,"horizontalClade10",2,NA,NA,NA,NA,NA,0.925624387767814,1.02926145243768,-338.008447,-311.585374,-285.066453,NA,NA,NA,NA,NA,NA,8,52.846146,NA,9.17743658845893e-11,NA,1,NA
"9",9,"PamaNyungantree",2,1,1,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,0.977555127329543,-338.008447,-328.400276,-261.395071,NA,NA,NA,NA,NA,NA,9,19.2163419999999,NA,0.000712631253907303,NA,1,NA
"10",10,"PamaNyungantree",2,1,1,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.867611873974122,0.535855730959515,-364.694785,-361.433283,-311.752791,-268.787417,NA,NA,NA,NA,NA,10,6.52300400000001,85.930748,0.163346703831744,0,0,1
"11",11,"PamaNyungantree",2,1,2,"full",2,NA,NA,NA,NA,NA,0.966057749102815,0.965998417365589,-364.694785,-362.145933,-311.752791,NA,NA,NA,NA,NA,"Q_onlyandfastInEcology1",11,5.09770400000002,NA,0.277418570334678,NA,0,NA
"12",12,"PamaNyungantree",2,1,2,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.966057749102815,0.965998417365589,-146.228009,-144.499924,-126.869161,-97.490301,NA,NA,NA,NA,NA,12,3.45616999999999,58.75772,0.484574010849391,5.2904347569438e-12,0,1
"13",13,"PamaNyungantree",2,1,2,"HalfSample",2,NA,NA,NA,NA,NA,0.904371129623075,0.828858161844517,-182.143946,-180.999771,-159.755689,-128.253992,NA,NA,NA,NA,NA,13,2.28834999999998,63.003394,0.68289092160618,6.77458089626271e-13,0,1
"14",14,"PamaNyungantree",2,1,2,"Rarelost",2,NA,NA,NA,NA,NA,0.96730965418306,0.781373752584983,-277.752314,-276.09019,-196.88557,-157.210174,NA,NA,NA,NA,NA,14,3.32424800000001,79.350792,0.505099570621652,2.22044604925031e-16,0,1
"15",15,"PamaNyungantree",2,1,2,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,1.07947020686653,NA,-233.874767,-229.664328,-179.893407,NA,NA,NA,NA,NA,15,NA,99.541842,NA,0,NA,1
"16",16,"PamaNyungantree",2,1,2,"Ecologyloss",2,NA,NA,NA,NA,NA,0.909385935400911,0.679249744954185,-95.88132,-121.655426,-35.941183,-35.941183,NA,NA,NA,NA,NA,16,-51.548212,0,1,1,0,0
"17",17,"PamaNyungantree",2,1,2,"horizontal10",2,NA,NA,NA,NA,NA,0.665806216885137,0.436988193734078,-380.934444,-377.742631,-327.99245,-281.576106,NA,NA,NA,NA,NA,17,6.38362599999994,92.8326880000001,0.172272171092696,0,0,1
"18",18,"PamaNyungantree",2,1,2,"horizontalClade10",2,NA,NA,NA,NA,NA,0.929649237545464,0.99198668388717,-151.063972,-138.74845,-286.664187,NA,NA,NA,NA,NA,NA,18,24.631044,NA,5.96753466018951e-05,NA,1,NA
"19",19,"PamaNyungantree",2,1,2,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,0.976729781227486,-341.180746,-333.842149,-288.238752,NA,NA,NA,NA,NA,NA,19,14.677194,NA,0.00541976933149779,NA,1,NA
"20",20,"PamaNyungantree",2,1,2,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.776606847688796,0.530317278310983,-364.694785,-364.095557,-311.752791,-265.696836,NA,NA,NA,NA,NA,20,1.19845600000008,92.11191,0.878352761824739,0,0,1
"21",21,"PamaNyungantree",2,1,3,"full",2,NA,NA,NA,NA,NA,0.96156587707089,0.970010425543347,NA,-361.728764,-310.528162,NA,NA,NA,NA,NA,"Q_onlyandfastInEcology1",21,NA,NA,NA,NA,NA,NA
"22",22,"PamaNyungantree",2,1,3,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.96156587707089,0.970010425543347,-152.670012,-151.742028,-129.527858,-102.754712,NA,NA,NA,NA,NA,22,1.85596800000002,53.546292,0.762228345175756,6.54930554233601e-11,0,1
"23",23,"PamaNyungantree",2,1,3,"HalfSample",2,NA,NA,NA,NA,NA,0.934120257290897,0.847188060242143,-173.113205,-172.048412,-120.058137,-110.495955,NA,NA,NA,NA,NA,23,2.12958599999996,19.124364,0.711939017553128,0.000742934915283766,0,1
"24",24,"PamaNyungantree",2,1,3,"Rarelost",2,NA,NA,NA,NA,NA,0.943088160714256,0.772257708707254,-307.266125,-306.436931,-235.543193,-193.301278,NA,NA,NA,NA,NA,24,1.65838799999995,84.48383,0.798261878097213,0,0,1
"25",25,"PamaNyungantree",2,1,3,"Frequentlost",2,NA,NA,NA,NA,NA,0.917218132021355,0.934254061932783,-252.301158,-250.364485,-236.640216,NA,NA,NA,NA,NA,NA,25,3.87334599999997,NA,0.423417879797062,NA,0,NA
"26",26,"PamaNyungantree",2,1,3,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,1.07585433822878,NA,-118.574039,-33.706943,-33.706943,NA,NA,NA,NA,NA,26,NA,0,NA,1,NA,0
"27",27,"PamaNyungantree",2,1,3,"horizontal10",2,NA,NA,NA,NA,NA,0.793308842657875,0.499296629001534,NA,-383.026556,-330.786201,-283.424149,NA,NA,NA,NA,NA,27,NA,94.724104,NA,0,NA,1
"28",28,"PamaNyungantree",2,1,3,"horizontalClade10",2,NA,NA,NA,NA,NA,0.932153333405021,1.08248291306078,-336.387182,NA,-283.445188,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA
"29",29,"PamaNyungantree",2,1,3,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.961939898426518,0.880080816381487,-339.606181,-332.637034,-286.664187,NA,NA,NA,NA,NA,NA,29,13.9382939999999,NA,0.00749462232262421,NA,1,NA
"30",30,"PamaNyungantree",2,1,3,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.735775363493295,0.316194658639395,-327.793607,-361.728764,-310.528162,-272.590589,NA,NA,NA,NA,NA,30,-67.870314,75.875146,1,1.33226762955019e-15,0,1
"31",31,"PamaNyungantree",2,1,4,"full",2,NA,NA,NA,NA,NA,0.966057749102815,0.965998417365589,-364.694785,-362.145933,-311.752791,NA,NA,NA,NA,NA,"Q_onlyandfastInEcology1",31,5.09770400000002,NA,0.277418570334678,NA,0,NA
"32",32,"PamaNyungantree",2,1,4,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.966057749102815,0.965998417365589,-154.306369,-152.633256,-134.306243,-99.633519,NA,NA,NA,NA,NA,32,3.346226,69.345448,0.501641634790916,3.11972669919669e-14,0,1
"33",33,"PamaNyungantree",2,1,4,"HalfSample",2,NA,NA,NA,NA,NA,0.889098807682537,0.676061864534973,-183.177147,-180.87331,-157.540791,-127.848032,NA,NA,NA,NA,NA,33,4.60767399999997,59.385518,0.329970349123735,3.90509846681653e-12,0,1
"34",34,"PamaNyungantree",2,1,4,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,1.56673023145091,-275.156783,-273.695943,-164.653613,-153.868153,NA,NA,NA,NA,NA,34,2.92168000000004,21.57092,0.571016458969413,0.000243938739527216,0,1
"35",35,"PamaNyungantree",2,1,4,"Frequentlost",2,NA,NA,NA,NA,NA,0.937322142735528,0.95811007947637,-244.17598,-242.491483,-235.337179,NA,NA,NA,NA,NA,NA,35,3.36899400000004,NA,0.498075490225857,NA,0,NA
"36",36,"PamaNyungantree",2,1,4,"Ecologyloss",2,NA,NA,NA,NA,NA,0.908903714123347,0.839686101445742,-127.727881,-126.098169,-44.47933,-44.47933,NA,NA,NA,NA,NA,36,3.259424,0,0.515386762251884,1,0,0
"37",37,"PamaNyungantree",2,1,4,"horizontal10",2,NA,NA,NA,NA,NA,0.785214466146916,0.473821168129201,-384.627395,-383.810504,-331.685402,-285.058002,NA,NA,NA,NA,NA,37,1.633782,93.2548,0.802708053101163,0,0,1
"38",38,"PamaNyungantree",2,1,4,"horizontalClade10",2,NA,NA,NA,NA,NA,0.929649237545464,0.99198668388717,-339.606181,-312.596105,-286.664187,NA,NA,NA,NA,NA,NA,38,54.0201519999999,NA,5.2117976601096e-11,NA,1,NA
"39",39,"PamaNyungantree",2,1,4,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,0.804711950549105,-341.180746,-333.842149,-288.238752,NA,NA,NA,NA,NA,NA,39,14.677194,NA,0.00541976933149779,NA,1,NA
"40",40,"PamaNyungantree",2,1,4,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.866494660914501,0.593417257093525,-370.543658,-368.220015,-317.601665,-269.530748,NA,NA,NA,NA,NA,40,4.64728600000001,96.141834,0.325438579986419,0,0,1
"41",41,"PamaNyungantree",2,1,5,"full",2,NA,NA,NA,NA,NA,0.961753160934625,0.938216590601646,-364.694785,-362.145933,-311.752791,NA,NA,NA,NA,NA,"Q_onlyandfastInEcology1",41,5.09770400000002,NA,0.277418570334678,NA,0,NA
"42",42,"PamaNyungantree",2,1,5,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.961753160934625,0.938216590601646,-146.414934,-146.35205,-126.281089,-90.042137,NA,NA,NA,NA,NA,42,0.125767999999994,72.477904,0.998103768410754,6.77236045021345e-15,0,1
"43",43,"PamaNyungantree",2,1,5,"HalfSample",2,NA,NA,NA,NA,NA,0.926606460248112,0.742543065967063,-174.916798,-173.973558,-145.720273,-116.904483,NA,NA,NA,NA,NA,43,1.88648000000001,57.63158,0.756628183784043,9.11815067894395e-12,0,1
"44",44,"PamaNyungantree",2,1,5,"Rarelost",2,NA,NA,NA,NA,NA,0.925465919193542,0.714431464038764,-277.267179,-274.865736,-192.808662,-162.265319,NA,NA,NA,NA,NA,44,4.80288599999994,61.086686,0.308126998978152,1.71440639462617e-12,0,1
"45",45,"PamaNyungantree",2,1,5,"Frequentlost",2,NA,NA,NA,NA,NA,0.915821776171828,0.926336670734486,-235.951637,-234.366604,-227.831643,NA,NA,NA,NA,NA,NA,45,3.17006600000002,NA,0.529779325477882,NA,0,NA
"46",46,"PamaNyungantree",2,1,5,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,0.731998378000261,-135.84548,-135.134715,-35.214263,-35.214263,NA,NA,NA,NA,NA,46,1.42153000000002,0,0.840444499439944,1,0,0
"47",47,"PamaNyungantree",2,1,5,"horizontal10",2,NA,NA,NA,NA,NA,0.791978598039737,0.351870743079243,-374.903724,-372.964611,-321.96173,-274.022437,NA,NA,NA,NA,NA,47,3.87822600000004,95.8785859999999,0.422736948367185,0,0,1
"48",48,"PamaNyungantree",2,1,5,"horizontalClade10",2,NA,NA,NA,NA,NA,0.929649237545464,0.99198668388717,-339.606181,NA,-286.664187,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA
"49",49,"PamaNyungantree",2,1,5,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,0.848337017037846,-341.180746,-333.842149,-288.238752,NA,NA,NA,NA,NA,NA,49,14.677194,NA,0.00541976933149779,NA,1,NA
"50",50,"PamaNyungantree",2,1,5,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.868713513437565,0.599581505207375,-362.226814,-360.664387,-309.28482,-267.628113,NA,NA,NA,NA,NA,50,3.12485400000003,83.3134140000001,0.537153088687686,0,0,1
"51",51,"PamaNyungantree",2,1,6,"full",2,NA,NA,NA,NA,NA,0.960894303180246,0.910253837875698,-365.900891,-363.776879,-312.958897,NA,NA,NA,NA,NA,"Q_onlyandfastInEcology1",51,4.24802399999999,NA,0.373478840931146,NA,0,NA
"52",52,"PamaNyungantree",2,1,6,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.960894303180246,0.910253837875698,-154.913517,-153.817698,-142.014376,-114.01644,NA,NA,NA,NA,NA,52,2.19163800000001,55.995872,0.700560470451645,2.00917060766415e-11,0,1
"53",53,"PamaNyungantree",2,1,6,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,1.13870905476787,-187.469243,-186.42707,-167.315623,-133.584765,NA,NA,NA,NA,NA,53,2.08434600000004,67.461716,0.720248805850441,7.7937656328686e-14,0,1
"54",54,"PamaNyungantree",2,1,6,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,1.10704935947298,-288.192535,-287.459656,-211.196035,-167.488579,NA,NA,NA,NA,NA,54,1.46575800000005,87.414912,0.832689202379799,0,0,1
"55",55,"PamaNyungantree",2,1,6,"Frequentlost",2,NA,NA,NA,NA,NA,0.928971009837502,0.901328413865794,-231.816128,-230.232553,-227.502003,-184.822504,NA,NA,NA,NA,NA,55,3.16714999999999,85.358998,0.530253067105425,0,0,1
"56",56,"PamaNyungantree",2,1,6,"Ecologyloss",2,NA,NA,NA,NA,NA,0.845655203389334,0.555890065857452,-117.631895,-117.063826,-33.291707,-33.291707,NA,NA,NA,NA,NA,56,1.13613799999999,0,0.88849694129914,1,0,0
"57",57,"PamaNyungantree",2,1,6,"horizontal10",2,NA,NA,NA,NA,NA,0.698961782642133,0.438613331022857,-383.728195,-378.118607,-330.786201,NA,NA,NA,NA,NA,NA,57,11.2191760000001,NA,0.024208131790013,NA,1,NA
"58",58,"PamaNyungantree",2,1,6,"horizontalClade10",2,NA,NA,NA,NA,NA,0.929649237545464,0.99198668388717,-277.878886,-312.596105,-286.664187,NA,NA,NA,NA,NA,NA,58,-69.434438,NA,1,NA,0,NA
"59",59,"PamaNyungantree",2,1,6,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,0.786975615802139,-342.732489,-335.018283,-289.790496,NA,NA,NA,NA,NA,NA,59,15.428412,NA,0.00389036835720968,NA,1,NA
"60",60,"PamaNyungantree",2,1,6,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.766105139343042,0.504522860913564,-369.409871,-367.835816,-316.467877,NA,NA,NA,NA,NA,NA,60,3.14810999999997,NA,0.533352606155899,NA,0,NA
"61",61,"PamaNyungantree",2,1,7,"full",2,NA,NA,NA,NA,NA,0.960894303180246,0.910253837875698,-365.900891,-363.776879,-312.958897,NA,NA,NA,NA,NA,"Q_onlyandfastInEcology1",61,4.24802399999999,NA,0.373478840931146,NA,0,NA
"62",62,"PamaNyungantree",2,1,7,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.960894303180246,0.910253837875698,-130.718211,-147.406468,-126.771355,-97.121499,NA,NA,NA,NA,NA,62,-33.376514,59.299712,1,4.07063271978814e-12,0,1
"63",63,"PamaNyungantree",2,1,7,"HalfSample",2,NA,NA,NA,NA,NA,0.936087470671513,0.896272693217718,-186.13943,-185.064986,-163.023526,-128.453864,NA,NA,NA,NA,NA,63,2.148888,69.139324,0.708396839865387,3.45279360658424e-14,0,1
"64",64,"PamaNyungantree",2,1,7,"Rarelost",2,NA,NA,NA,NA,NA,0.939722983402489,0.807049749488519,-302.651561,-300.967124,-231.083151,-182.896181,NA,NA,NA,NA,NA,64,3.36887400000001,96.3739399999999,0.498094242719836,0,0,1
"65",65,"PamaNyungantree",2,1,7,"Frequentlost",2,NA,NA,NA,NA,NA,0.923161416989399,0.928521374954703,NA,-247.622615,-237.256389,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA
"66",66,"PamaNyungantree",2,1,7,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,0.884738357900856,-113.015867,-112.864622,-32.679773,-32.679773,NA,NA,NA,NA,NA,66,0.302490000000006,0,0.989652869185584,1,0,0
"67",67,"PamaNyungantree",2,1,7,"horizontal10",2,NA,NA,NA,NA,NA,0.826233992458262,0.513569556735428,NA,-372.567176,-320.897672,-272.130678,NA,NA,NA,NA,NA,67,NA,97.533988,NA,0,NA,1
"68",68,"PamaNyungantree",2,1,7,"horizontalClade10",2,NA,NA,NA,NA,NA,0.929649237545464,0.99198668388717,-339.606181,-312.596105,-286.664187,NA,NA,NA,NA,NA,NA,68,54.0201519999999,NA,5.2117976601096e-11,NA,1,NA
"69",69,"PamaNyungantree",2,1,7,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,0.789410724170788,-342.732489,-337.535467,-258.346001,NA,NA,NA,NA,NA,NA,69,10.394044,NA,0.0342882295359372,NA,1,NA
"70",70,"PamaNyungantree",2,1,7,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.784619040504338,0.48844509246371,-364.694785,-364.095557,-311.752791,-268.787417,NA,NA,NA,NA,NA,70,1.19845600000008,85.930748,0.878352761824739,0,0,1
"71",71,"PamaNyungantree",2,1,8,"full",2,NA,NA,NA,NA,NA,0.969497263013233,1.05806737711993,-362.226814,-360.097818,-309.28482,NA,NA,NA,NA,NA,"Q_onlyandfastInEcology1",71,4.25799199999994,NA,0.37221493337159,NA,0,NA
"72",72,"PamaNyungantree",2,1,8,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.969497263013233,1.05806737711993,-144.74307,-143.068949,-118.008776,-92.43996,NA,NA,NA,NA,NA,72,3.34824199999997,51.137632,0.501325207466367,2.08918327082586e-10,0,1
"73",73,"PamaNyungantree",2,1,8,"HalfSample",2,NA,NA,NA,NA,NA,0.878347522555384,0.676394233650887,-180.399532,-180.153317,-151.203007,-123.213746,NA,NA,NA,NA,NA,73,0.492430000000013,55.978522,0.974233722766517,2.02607930432919e-11,0,1
"74",74,"PamaNyungantree",2,1,8,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,0.992586452958887,-275.108577,-274.994486,-186.709484,-160.379531,NA,NA,NA,NA,NA,74,0.228182000000061,52.659906,0.993966103295944,1.00388919399563e-10,0,1
"75",75,"PamaNyungantree",2,1,8,"Frequentlost",2,NA,NA,NA,NA,NA,0.923555994505117,1.01025129678952,-226.204739,-224.505698,-221.135756,-179.573821,NA,NA,NA,NA,NA,75,3.39808199999999,83.12387,0.493543402687282,0,0,1
"76",76,"PamaNyungantree",2,1,8,"Ecologyloss",2,NA,NA,NA,NA,NA,0.821794551537393,0.534155963454267,-119.0409,-118.931072,-31.109659,-31.109659,NA,NA,NA,NA,NA,76,0.219655999999986,0,0.994392827566002,1,0,0
"77",77,"PamaNyungantree",2,1,8,"horizontal10",2,NA,NA,NA,NA,NA,0.784389916216041,0.336616135377302,-378.990683,-376.854402,-326.048689,-284.265738,NA,NA,NA,NA,NA,77,4.27256199999999,83.5659020000001,0.370373509671094,0,0,1
"78",78,"PamaNyungantree",2,1,8,"horizontalClade10",2,NA,NA,NA,NA,NA,0.937228762047438,1.11427288881451,-336.387182,-310.547991,-283.445188,NA,NA,NA,NA,NA,NA,78,51.6783819999999,NA,1.61046509461471e-10,NA,1,NA
"79",79,"PamaNyungantree",2,1,8,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,0.901353623278829,-338.008447,-329.992488,-285.066453,NA,NA,NA,NA,NA,NA,79,16.031918,NA,0.00297663214353983,NA,1,NA
"80",80,"PamaNyungantree",2,1,8,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.907868671742021,0.628859071096496,NA,-361.728764,-310.528162,-269.709879,NA,NA,NA,NA,NA,80,NA,81.636566,NA,1.11022302462516e-16,NA,1
"81",81,"PamaNyungantree",2,1,9,"full",2,NA,NA,NA,NA,NA,0.964984591077133,0.989363999687619,-363.470156,-361.728764,-310.528162,NA,NA,NA,NA,NA,"Q_onlyandfastInEcology1",81,3.48278399999992,NA,0.480500899095975,NA,0,NA
"82",82,"PamaNyungantree",2,1,9,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.964984591077133,0.989363999687619,-102.460653,-145.98386,-124.017628,-99.804073,NA,NA,NA,NA,NA,82,-87.046414,48.42711,1,7.68813124274459e-10,0,1
"83",83,"PamaNyungantree",2,1,9,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,0.991146356007025,-183.740625,-183.71793,-157.540791,-127.848032,NA,NA,NA,NA,NA,83,0.0453899999999976,59.385518,0.999746331977791,3.90509846681653e-12,0,1
"84",84,"PamaNyungantree",2,1,9,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,1.15697244516671,-267.326588,-266.496729,-183.951682,-153.435774,NA,NA,NA,NA,NA,84,1.659718,61.031816,0.798021224079277,1.76048065014811e-12,0,1
"85",85,"PamaNyungantree",2,1,9,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,1.12507851384521,-238.09733,-237.351102,-231.620225,-187.616265,NA,NA,NA,NA,NA,85,1.492456,88.00792,0.827976946881088,0,0,1
"86",86,"PamaNyungantree",2,1,9,"Ecologyloss",2,NA,NA,NA,NA,NA,0.770450173882027,0.516384653185209,-126.158456,-126.054103,-38.438237,-38.438237,NA,NA,NA,NA,NA,86,0.208706000000006,0,0.994919592271665,1,0,0
"87",87,"PamaNyungantree",2,1,9,"horizontal10",2,NA,NA,NA,NA,NA,0.74066380484184,0.456916135237749,-381.88183,-380.709123,-328.939837,-280.066392,NA,NA,NA,NA,NA,87,2.34541400000001,97.74689,0.672513465641164,0,0,1
"88",88,"PamaNyungantree",2,1,9,"horizontalClade10",2,NA,NA,NA,NA,NA,0.937228762047438,1.11427288881451,-336.387182,-310.547991,-283.445188,NA,NA,NA,NA,NA,NA,88,51.6783819999999,NA,1.61046509461471e-10,NA,1,NA
"89",89,"PamaNyungantree",2,1,9,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,0.915452584387875,-339.606181,-333.912173,-286.664187,NA,NA,NA,NA,NA,NA,89,11.388016,NA,0.0225325307663973,NA,1,NA
"90",90,"PamaNyungantree",2,1,9,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.841193317578299,0.532751573679754,-365.900891,-365.187288,-312.958897,-270.828915,NA,NA,NA,NA,NA,90,1.42720599999996,84.259964,0.839452967385305,0,0,1
"91",91,"PamaNyungantree",2,1,10,"full",2,NA,NA,NA,NA,NA,0.966057749102815,0.965998417365589,-364.694785,-362.145933,-311.752791,NA,NA,NA,NA,NA,"Q_onlyandfastInEcology1",91,5.09770400000002,NA,0.277418570334678,NA,0,NA
"92",92,"PamaNyungantree",2,1,10,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.966057749102815,0.965998417365589,-156.5747,-155.282936,-149.274618,-115.871562,NA,NA,NA,NA,NA,92,2.583528,66.806112,0.629743822472028,1.07136521876328e-13,0,1
"93",93,"PamaNyungantree",2,1,10,"HalfSample",2,NA,NA,NA,NA,NA,0.896735572408883,0.778371330605958,-183.622678,-182.563349,-160.552472,-122.989028,NA,NA,NA,NA,NA,93,2.11865800000004,75.126888,0.713945394102821,1.88737914186277e-15,0,1
"94",94,"PamaNyungantree",2,1,10,"Rarelost",2,NA,NA,NA,NA,NA,0.935267490995718,0.680705855586865,-301.431021,-299.868475,-231.169016,NA,NA,NA,NA,NA,NA,94,3.125092,NA,0.537114113880984,NA,0,NA
"95",95,"PamaNyungantree",2,1,10,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,1.11179803307513,-217.282045,-216.05732,-218.006808,-177.445735,NA,NA,NA,NA,NA,95,2.44945000000001,81.122146,0.653709845343601,1.11022302462516e-16,0,1
"96",96,"PamaNyungantree",2,1,10,"Ecologyloss",2,NA,NA,NA,NA,NA,0.840381574605504,0.48555294212368,-115.67049,-115.173086,-31.035854,-31.035854,NA,NA,NA,NA,NA,96,0.994808000000006,0,0.910582241824289,1,0,0
"97",97,"PamaNyungantree",2,1,10,"horizontal10",2,NA,NA,NA,NA,NA,0.905730958722796,0.599900302100687,-374.903724,-372.964611,-321.96173,NA,NA,NA,NA,NA,NA,97,3.87822600000004,NA,0.422736948367185,NA,0,NA
"98",98,"PamaNyungantree",2,1,10,"horizontalClade10",2,NA,NA,NA,NA,NA,0.929649237545464,0.99198668388717,-339.606181,-312.596105,-224.348487,-219.028579,NA,NA,NA,NA,NA,98,54.0201519999999,10.639816,5.2117976601096e-11,0.0309245983423494,1,1
"99",99,"PamaNyungantree",2,1,10,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,0.90411687859527,-341.180746,-333.842149,-288.238752,NA,NA,NA,NA,NA,NA,99,14.677194,NA,0.00541976933149779,NA,1,NA
"100",100,"PamaNyungantree",2,1,10,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.850113417399507,0.518563961443941,-360.964564,-358.400761,-308.02257,-265.504776,NA,NA,NA,NA,NA,100,5.12760600000001,85.035588,0.274453133439648,0,0,1
"101",101,"PamaNyungantree",2,2,1,"full",2,NA,NA,NA,NA,NA,0.999933893038648,1.69950634097219,-354.362379,-353.293407,-244.317764,-240.023475,NA,NA,NA,NA,"Q_onlyandslowInEcology1",101,2.13794399999995,8.58857800000004,0.71040493933477,0.0722473011087796,0,0
"102",102,"PamaNyungantree",2,2,1,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,1.69950634097219,-155.403564,-155.11507,-137.235991,-110.996445,NA,NA,NA,NA,NA,102,0.576987999999972,52.479092,0.965586195611523,1.09524167513086e-10,0,1
"103",103,"PamaNyungantree",2,2,1,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,1.91989440595443,NA,-174.931458,-150.058515,-128.109537,NA,NA,NA,NA,NA,103,NA,43.897956,NA,6.73663969052996e-09,NA,1
"104",104,"PamaNyungantree",2,2,1,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,1.08004862706869,NA,-259.7367,-181.93843,-145.086399,NA,NA,NA,NA,NA,104,NA,73.704062,NA,3.77475828372553e-15,NA,1
