"","X","Tree","NumberOfVariantsInModel","RateOfChange","Repetition","Sample","NumberOfVariantsObserved","loglik_drift","loglik_selectiononestate","loglik_pathways","loglik_pathwaystoone","loglik_unconstrained","phylosigLambda","phylosigK","BayestraitsIndependent_CladeA","BayestraitsDependent_CladeA","BayestraitsIndependent_Forest","BayestraitsDependent_Forest","loglik_pathwaysfromone","BayestraitsMultistate_Free","BayestraitsMultistate_Equal","Pathway_impossible","selection_variant","X.1","BT_dependent_CladeA_better","BT_dependent_Forest_better","chisq_BT_CladeAdependent_better","chisq_BT_Forestdependent_better","BT_CladeAdependent_wronglysupported","BT_Forestdependent_wronglysupported"
"1",1,"PamaNyungantree",2,1,2,"full",2,NA,NA,NA,NA,NA,0.999933893038648,6.03939000529693,NA,-223.337645,-172.724385,-172.120659,NA,NA,NA,NA,"Q_onlyandfastInEcology1",1,NA,1.20745200000005,NA,0.876870177231613,NA,0
"2",2,"PamaNyungantree",2,1,2,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,6.03939000529693,-101.052996,NA,-82.626089,-82.606294,NA,NA,NA,NA,NA,2,NA,0.0395899999999756,NA,0.999806645400168,NA,0
"3",3,"PamaNyungantree",2,1,2,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,3.42077382174878,NA,-108.856702,-95.658611,-95.571693,NA,NA,NA,NA,NA,3,NA,0.173835999999994,NA,0.99643453971373,NA,0
"4",4,"PamaNyungantree",2,1,2,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,3.00293973824365,-204.986425,-204.516752,-149.24219,-149.934709,NA,NA,NA,NA,NA,4,0.939346,-1.38503800000001,0.918849373258429,1,0,0
"5",5,"PamaNyungantree",2,1,2,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,4.67151613117948,-125.702058,-123.264105,-101.765578,-101.277419,NA,NA,NA,NA,NA,5,4.87590599999999,0.97631800000002,0.300268932605559,0.913365441043389,0,0
"6",6,"PamaNyungantree",2,1,2,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,1.93483240802623,-80.712114,-80.109734,-4.318718,-4.318718,NA,NA,NA,NA,NA,6,1.20475999999999,0,0.877314294720974,1,0,0
"7",7,"PamaNyungantree",2,1,2,"horizontal10",2,NA,NA,NA,NA,NA,0.23936769180105,0.28045845316936,NA,-302.036971,-249.711114,-248.817574,NA,NA,NA,NA,NA,7,NA,1.78708,NA,0.774845281012327,NA,0
"8",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"9",9,"PamaNyungantree",2,1,2,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,1.04823433159125,-212.191042,-211.265404,-159.249049,-155.894429,NA,NA,NA,NA,NA,9,1.85127600000004,6.70924000000002,0.763088962668116,0.152074818916078,0,0
"10",10,"PamaNyungantree",2,1,2,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.681666891110695,0.491850294850877,-221.459621,-221.328463,-168.517628,-167.526906,NA,NA,NA,NA,NA,10,0.262315999999998,1.98144400000001,0.992115136668797,0.739172018601708,0,0
"11",11,"PamaNyungantree",2,1,4,"full",2,NA,NA,NA,NA,NA,0.999933893038648,6.03939000529693,NA,-223.337645,-155.121181,-172.120659,NA,NA,NA,NA,"Q_onlyandfastInEcology1",11,NA,-33.998956,NA,1,NA,0
"12",12,"PamaNyungantree",2,1,4,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,6.03939000529693,-95.500856,-94.48437,-72.358702,-71.924089,NA,NA,NA,NA,NA,12,2.032972,0.869225999999998,0.72969429434857,0.928933733631971,0,0
"13",13,"PamaNyungantree",2,1,4,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,4.27801636001455,NA,-115.252495,-92.859935,-91.905737,NA,NA,NA,NA,NA,13,NA,1.90839599999998,NA,0.752602468467088,NA,0
"14",14,"PamaNyungantree",2,1,4,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,4.01488346590784,NA,-209.842539,-157.143822,-156.646789,NA,NA,NA,NA,NA,14,NA,0.994065999999975,NA,0.910694439001435,NA,0
"15",15,"PamaNyungantree",2,1,4,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,4.50719476391983,-116.531073,-114.245998,-84.194973,-83.299537,NA,NA,NA,NA,NA,15,4.57015000000001,1.79087200000001,0.334310352857063,0.77415194849558,0,0
"16",16,"PamaNyungantree",2,1,4,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,2.60169735539326,-86.773061,-85.491069,-5.238805,-1.292845,NA,NA,NA,NA,NA,16,2.563984,7.89192,0.633216271367263,0.0956185042765554,0,0
"17",17,"PamaNyungantree",2,1,4,"horizontal10",2,NA,NA,NA,NA,NA,0.257369169490567,0.309406723857009,-310.973147,-310.967285,-258.031154,-257.666757,NA,NA,NA,NA,NA,17,0.0117239999999583,0.728793999999994,0.999982885476016,0.947731137476703,0,0
"18",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
"19",19,"PamaNyungantree",2,1,4,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.999933893038648,1.04823433159125,-212.191042,-211.265404,-154.473845,-155.894429,NA,NA,NA,NA,NA,19,1.85127600000004,-2.84116799999998,0.763088962668116,1,0,0
"20",20,"PamaNyungantree",2,1,4,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.80132831739774,0.798734981046448,NA,-225.32351,-172.724385,-172.120659,NA,NA,NA,NA,NA,20,NA,1.20745200000005,NA,0.876870177231613,NA,0
"21",21,"PamaNyungantree",2,1,5,"full",2,NA,NA,NA,NA,NA,0.999933893038648,28.5977119183909,-401.659728,NA,-348.717734,-336.047687,NA,NA,NA,NA,"Q_onlyandfastInEcology1",21,NA,25.340094,NA,4.29772388672589e-05,NA,1
"22",22,"PamaNyungantree",2,1,5,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,28.5977119183909,-165.46846,NA,-142.515972,-137.459147,NA,NA,NA,NA,NA,22,NA,10.11365,NA,0.038556165191646,NA,1
"23",23,"PamaNyungantree",2,1,5,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,15.2363893790136,-203.542856,NA,-178.191112,-169.88405,NA,NA,NA,NA,NA,23,NA,16.614124,NA,0.00229668492399582,NA,1
"24",24,"PamaNyungantree",2,1,5,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,18.182371427052,-148.02435,NA,-273.009777,-264.525546,NA,NA,NA,NA,NA,24,NA,16.9684619999999,NA,0.00196041229105437,NA,1
"25",25,"PamaNyungantree",2,1,5,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,26.1941224461168,-156.568279,NA,-241.344751,-231.847576,NA,NA,NA,NA,NA,25,NA,18.99435,NA,0.000787955590714873,NA,1
"26",26,"PamaNyungantree",2,1,5,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,12.753702871131,-163.152543,NA,-80.883124,-80.883124,NA,NA,NA,NA,NA,26,NA,0,NA,1,NA,0
"27",27,"PamaNyungantree",2,1,5,"horizontal10",2,NA,NA,NA,NA,NA,0.695464759373414,0.83921735674987,-407.450005,NA,-354.508011,-346.613333,NA,NA,NA,NA,NA,27,NA,15.789356,NA,0.00331524126020588,NA,1
"28",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA
"29",29,"PamaNyungantree",2,1,5,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.688045753352465,1.20870326695176,-390.48375,NA,-337.541757,-328.942631,NA,NA,NA,NA,NA,29,NA,17.198252,NA,0.00176879996654067,NA,1
"30",30,"PamaNyungantree",2,1,5,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.486082304208728,0.575110531507354,-401.117402,NA,-348.175408,-340.553053,NA,NA,NA,NA,NA,30,NA,15.2447100000001,NA,0.0042196767610263,NA,1
"31",31,"PamaNyungantree",2,2,1,"full",2,NA,NA,NA,NA,NA,0.999933893038648,10.0787878206132,-386.378367,NA,NA,-320.22305,NA,NA,NA,NA,"Q_onlyandslowInEcology1",31,NA,NA,NA,NA,NA,NA
"32",32,"PamaNyungantree",2,2,1,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,10.0787878206132,-96.186808,-139.883915,-151.395434,-147.244149,NA,NA,NA,NA,NA,32,-87.394214,8.30257,1,0.0811027181911999,0,0
"33",33,"PamaNyungantree",2,2,1,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,5.6014597535931,-193.122221,-166.524813,NA,-158.008322,NA,NA,NA,NA,NA,33,53.194816,NA,7.75819408715961e-11,NA,1,NA
"34",34,"PamaNyungantree",2,2,1,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,6.74513303398922,-282.043465,-256.275655,NA,-207.584241,NA,NA,NA,NA,NA,34,51.5356200000001,NA,1.72502456763368e-10,NA,1,NA
"35",35,"PamaNyungantree",2,2,1,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,7.88417611870376,-244.559193,-201.321482,-231.010831,-217.011556,NA,NA,NA,NA,NA,35,86.475422,27.99855,0,1.24813736446239e-05,1,1
"36",36,"PamaNyungantree",2,2,1,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,4.63864288034884,-160.30963,-138.46484,-69.360411,-69.360411,NA,NA,NA,NA,NA,36,43.68958,0,7.44244121886339e-09,1,1,0
"37",37,"PamaNyungantree",2,2,1,"horizontal10",2,NA,NA,NA,NA,NA,0.842687922353552,1.00866904152505,-397.565741,-372.09812,-344.623747,-335.936053,NA,NA,NA,NA,NA,37,50.935242,17.3753879999999,2.30286012481429e-10,0.0016338148829107,1,1
"38",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA
"39",39,"PamaNyungantree",2,2,1,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.696326669387731,0.623182958982435,-369.409871,-328.619411,-316.467877,-296.098098,NA,NA,NA,NA,NA,39,81.58092,40.739558,1.11022302462516e-16,3.0431083319904e-08,1,1
"40",40,"PamaNyungantree",2,2,1,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.706070933333672,0.571147857180859,-387.230342,-356.220952,-334.288348,-325.608931,NA,NA,NA,NA,NA,40,62.01878,17.358834,1.09157127781145e-12,0.00164598658339232,1,1
"41",41,"PamaNyungantree",2,2,2,"full",2,NA,NA,NA,NA,NA,0.999933893038648,4.14444637761999,NA,-323.440877,-305.440531,-303.446,NA,NA,NA,NA,"Q_onlyandslowInEcology1",41,NA,3.98906199999999,NA,0.407488170969348,NA,0
"42",42,"PamaNyungantree",2,2,2,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,4.14444637761999,-156.575214,-138.488624,-122.24663,-121.118474,NA,NA,NA,NA,NA,42,36.17318,2.25631199999998,2.6657665308516e-07,0.688734018139892,1,0
"43",43,"PamaNyungantree",2,2,2,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,3.77462475060573,-89.899003,-102.625335,-150.95664,-149.629671,NA,NA,NA,NA,NA,43,-25.452664,2.65393799999998,1,0.61729858758221,0,0
"44",44,"PamaNyungantree",2,2,2,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,3.48443507781126,NA,-284.038356,-253.934752,-249.876024,NA,NA,NA,NA,NA,44,NA,8.117456,NA,0.0873691588904545,NA,0
"45",45,"PamaNyungantree",2,2,2,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,3.23826652304485,-244.673229,-213.631034,-213.561766,-211.992864,NA,NA,NA,NA,NA,45,62.08439,3.13780400000002,1.05748743095546e-12,0.535034830889572,1,0
"46",46,"PamaNyungantree",2,2,2,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,3.1842234649661,-155.146124,-137.15265,-68.576719,-68.576719,NA,NA,NA,NA,NA,46,35.986948,0,2.91164174992531e-07,1,1,0
"47",47,"PamaNyungantree",2,2,2,"horizontal10",2,NA,NA,NA,NA,NA,0.689316142981071,0.55777253465106,-383.728195,-359.972423,-330.786201,-329.589579,NA,NA,NA,NA,NA,47,47.5115440000001,2.39324399999998,1.19309706558823e-09,0.663848529202556,1,0
"48",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA
"49",49,"PamaNyungantree",2,2,2,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.678082561684848,0.470247845287317,-333.072537,-308.391882,NA,-279.757024,NA,NA,NA,NA,NA,49,49.36131,NA,4.90833040878158e-10,NA,1,NA
"50",50,"PamaNyungantree",2,2,2,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.647353672857611,0.338184893601127,-359.683203,-338.595469,-306.74121,-304.621373,NA,NA,NA,NA,NA,50,42.175468,4.23967400000004,1.5341387937795e-08,0.374540160871207,1,0
"51",51,"PamaNyungantree",2,2,3,"full",2,NA,NA,NA,NA,NA,0.999933893038648,23.0670137266825,-404.161883,NA,-351.21989,-340.780215,NA,NA,NA,NA,"Q_onlyandslowInEcology1",51,NA,20.87935,NA,0.000334595765954515,NA,1
"52",52,"PamaNyungantree",2,2,3,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,23.0670137266825,-171.720084,NA,-150.420019,-147.170713,NA,NA,NA,NA,NA,52,NA,6.49861199999998,NA,0.164877859522721,NA,0
"53",53,"PamaNyungantree",2,2,3,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,12.5546082822781,-200.637051,NA,-188.053709,-172.782522,NA,NA,NA,NA,NA,53,NA,30.542374,NA,3.79513291104416e-06,NA,1
"54",54,"PamaNyungantree",2,2,3,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,16.5392838193092,-270.722333,NA,NA,-261.931361,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA
"55",55,"PamaNyungantree",2,2,3,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,18.9935463546246,-295.358257,NA,-235.298524,-228.995325,NA,NA,NA,NA,NA,55,NA,12.606398,NA,0.0133680662924975,NA,1
"56",56,"PamaNyungantree",2,2,3,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,10.9567171992625,-164.762122,NA,-81.844933,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA
"57",57,"PamaNyungantree",2,2,3,"horizontal10",2,NA,NA,NA,NA,NA,0.657930914513284,0.93233612213457,-409.617878,NA,-356.675884,-350.948104,NA,NA,NA,NA,NA,57,NA,11.45556,NA,0.0218941724217995,NA,1
"58",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA
"59",59,"PamaNyungantree",2,2,3,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.879296947810168,1.39251257900434,-394.20954,NA,-341.267546,-334.531418,NA,NA,NA,NA,NA,59,NA,13.472256,NA,0.00918460380757924,NA,1
"60",60,"PamaNyungantree",2,2,3,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.540359999190192,0.836310545673245,-404.161883,NA,-351.21989,-343.687136,NA,NA,NA,NA,NA,60,NA,15.065508,NA,0.00456725993668128,NA,1
"61",61,"PamaNyungantree",2,2,4,"full",2,NA,NA,NA,NA,NA,0.999933893038648,28.5977119183909,-401.659728,NA,-348.717734,-336.047687,NA,NA,NA,NA,"Q_onlyandslowInEcology1",61,NA,25.340094,NA,4.29772388672589e-05,NA,1
"62",62,"PamaNyungantree",2,2,4,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,28.5977119183909,-159.921117,NA,-150.402795,-147.882793,NA,NA,NA,NA,NA,62,NA,5.04000400000001,NA,0.28321741024218,NA,0
"63",63,"PamaNyungantree",2,2,4,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,15.439905707634,-114.022186,NA,-178.191112,-169.88405,NA,NA,NA,NA,NA,63,NA,16.614124,NA,0.00229668492399582,NA,1
"64",64,"PamaNyungantree",2,2,4,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,15.2004074294942,-128.973027,NA,-244.021462,-234.609725,NA,NA,NA,NA,NA,64,NA,18.823474,NA,0.000851251215583826,NA,1
"65",65,"PamaNyungantree",2,2,4,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,26.0580683458602,-291.582909,NA,-235.058815,-225.552705,NA,NA,NA,NA,NA,65,NA,19.01222,NA,0.000781611294139228,NA,1
"66",66,"PamaNyungantree",2,2,4,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,12.3455486604702,-147.740361,NA,-73.177033,-73.177033,NA,NA,NA,NA,NA,66,NA,0,NA,1,NA,0
"67",67,"PamaNyungantree",2,2,4,"horizontal10",2,NA,NA,NA,NA,NA,0.604543561639543,0.806779397552309,-404.161883,NA,-351.21989,-339.091029,NA,NA,NA,NA,NA,67,NA,24.2577220000001,NA,7.09136184378067e-05,NA,1
"68",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA
"69",69,"PamaNyungantree",2,2,4,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.574881513338023,1.0985909322484,-390.48375,NA,-337.541757,-328.942631,NA,NA,NA,NA,NA,69,NA,17.198252,NA,0.00176879996654067,NA,1
"70",70,"PamaNyungantree",2,2,4,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.625940112122848,0.930700455926537,-401.117402,NA,-348.175408,-333.790256,NA,NA,NA,NA,NA,70,NA,28.770304,NA,8.70381509709972e-06,NA,1
"71",71,"PamaNyungantree",2,2,5,"full",2,NA,NA,NA,NA,NA,0.999933893038648,11.9127998682547,-411.710037,NA,-358.768043,-356.847348,NA,NA,NA,NA,"Q_onlyandslowInEcology1",71,NA,3.84138999999993,NA,0.427896729665841,NA,0
"72",72,"PamaNyungantree",2,2,5,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,11.9127998682547,-174.061038,NA,-149.90944,-148.6711,NA,NA,NA,NA,NA,72,NA,2.47667999999999,NA,0.648816412181106,NA,0
"73",73,"PamaNyungantree",2,2,5,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,6.92450010013213,-201.783983,NA,-180.831658,-179.9859,NA,NA,NA,NA,NA,73,NA,1.69151600000004,NA,0.792258171023665,NA,0
"74",74,"PamaNyungantree",2,2,5,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,9.55627332804948,-291.980839,NA,-262.286087,-261.52022,NA,NA,NA,NA,NA,74,NA,1.53173400000003,NA,0.821005712075766,NA,0
"75",75,"PamaNyungantree",2,2,5,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,9.01651936522009,-298.125156,NA,-260.998004,-260.674642,NA,NA,NA,NA,NA,75,NA,0.646723999999949,NA,0.957732725857142,NA,0
"76",76,"PamaNyungantree",2,2,5,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,11.6623775920206,-148.236081,NA,NA,-86.625364,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA
"77",77,"PamaNyungantree",2,2,5,"horizontal10",2,NA,NA,NA,NA,NA,0.717378044006871,1.04336878567313,-412.21361,NA,-359.271616,-356.254657,NA,NA,NA,NA,NA,77,NA,6.03391799999997,NA,0.196629535464903,NA,0
"78",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA
"79",79,"PamaNyungantree",2,2,5,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.88785677190924,1.47299220742466,NA,-333.044484,-354.857945,-350.598551,NA,NA,NA,NA,NA,79,NA,8.51878799999997,NA,0.0743197767031922,NA,0
"80",80,"PamaNyungantree",2,2,5,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.624992134492483,0.712435189732714,-411.821263,NA,-358.879269,-357.065958,NA,NA,NA,NA,NA,80,NA,3.626622,NA,0.458888086698076,NA,0
"81",81,"PamaNyungantree",2,2,6,"full",2,NA,NA,NA,NA,NA,0.999933893038648,2.83191408036702,-157.121593,-199.436445,NA,-295.08505,NA,NA,NA,NA,"Q_onlyandslowInEcology1",81,-84.629704,NA,1,NA,0,NA
"82",82,"PamaNyungantree",2,2,6,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,2.83191408036702,-148.58968,-134.598022,-125.418581,-120.204693,NA,NA,NA,NA,NA,82,27.983316,10.427776,1.25704204537724e-05,0.0338065329370416,1,1
"83",83,"PamaNyungantree",2,2,6,"HalfSample",2,NA,NA,NA,NA,NA,0.942198908810836,1.25096479271138,NA,-149.107309,-138.26868,-137.237953,NA,NA,NA,NA,NA,83,NA,2.06145399999997,NA,0.724456802425728,NA,0
"84",84,"PamaNyungantree",2,2,6,"Rarelost",2,NA,NA,NA,NA,NA,0.990913167188739,1.53872096424779,NA,-254.783639,-212.947966,-211.538336,NA,NA,NA,NA,NA,84,NA,2.81926000000004,NA,0.58851268880114,NA,0
"85",85,"PamaNyungantree",2,2,6,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,2.85707231579971,NA,-192.456855,-202.021314,-200.403999,NA,NA,NA,NA,NA,85,NA,3.23462999999998,NA,0.519355833603113,NA,0
"86",86,"PamaNyungantree",2,2,6,"Ecologyloss",2,NA,NA,NA,NA,NA,0.902270792390129,1.47046158551539,-135.536506,NA,-16.568,-51.382847,NA,NA,NA,NA,NA,86,NA,-69.629694,NA,1,NA,0
"87",87,"PamaNyungantree",2,2,6,"horizontal10",2,NA,NA,NA,NA,NA,0.79454618585183,0.740422460625836,-373.839666,NA,-320.513898,-316.491576,NA,NA,NA,NA,NA,87,NA,8.04464399999995,NA,0.0899564492096465,NA,0
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA
"89",89,"PamaNyungantree",2,2,6,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.844814150757909,0.532921818930652,-322.521071,-301.244544,-269.579077,-263.338465,NA,NA,NA,NA,NA,89,42.553054,12.481224,1.28105923646871e-08,0.0141095096342273,1,1
"90",90,"PamaNyungantree",2,2,6,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.776630044872352,0.825365580241664,-351.581526,-331.107083,-298.639533,-295.078257,NA,NA,NA,NA,NA,90,40.948886,7.12255199999993,2.75412909145345e-08,0.129551914882099,1,0
"91",91,"PamaNyungantree",2,2,7,"full",2,NA,NA,NA,NA,NA,0.999933893038648,23.0670137266825,-404.161883,NA,-351.21989,-340.780215,NA,NA,NA,NA,"Q_onlyandslowInEcology1",91,NA,20.87935,NA,0.000334595765954515,NA,1
"92",92,"PamaNyungantree",2,2,7,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,23.0670137266825,-172.161219,NA,-154.339017,-148.230111,NA,NA,NA,NA,NA,92,NA,12.217812,NA,0.0158029659878655,NA,1
"93",93,"PamaNyungantree",2,2,7,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,12.4022025383778,-195.393374,NA,NA,-168.815009,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA
"94",94,"PamaNyungantree",2,2,7,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,15.9582461762791,-155.365266,NA,NA,-251.797193,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA
"95",95,"PamaNyungantree",2,2,7,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,18.967589003513,-157.119376,NA,-243.751566,-234.157434,NA,NA,NA,NA,NA,95,NA,19.188264,NA,0.000721750001695276,NA,1
"96",96,"PamaNyungantree",2,2,7,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,11.5306432482356,-175.903082,NA,-87.320919,-87.320919,NA,NA,NA,NA,NA,96,NA,0,NA,1,NA,0
"97",97,"PamaNyungantree",2,2,7,"horizontal10",2,NA,NA,NA,NA,NA,0.615688959496771,0.717886309434122,NA,-278.143575,-354.144584,-345.103619,NA,NA,NA,NA,NA,97,NA,18.0819300000001,NA,0.00118941727720046,NA,1
"98",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA
"99",99,"PamaNyungantree",2,2,7,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.624939949771113,1.00871386262031,-394.20954,NA,-341.267546,-334.531418,NA,NA,NA,NA,NA,99,NA,13.472256,NA,0.00918460380757924,NA,1
"100",100,"PamaNyungantree",2,2,7,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.482560553043453,0.395132404584699,-403.202722,NA,-350.260728,-343.135261,NA,NA,NA,NA,NA,100,NA,14.2509339999999,NA,0.00653577859617238,NA,1
"101",101,"PamaNyungantree",2,2,8,"full",2,NA,NA,NA,NA,NA,0.999933893038648,28.5977119183909,-214.025598,NA,-348.717734,-336.047687,NA,NA,NA,NA,"Q_onlyandslowInEcology1",101,NA,25.340094,NA,4.29772388672589e-05,NA,1
"102",102,"PamaNyungantree",2,2,8,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.999933893038648,28.5977119183909,-174.637022,NA,-142.269599,-136.271354,NA,NA,NA,NA,NA,102,NA,11.99649,NA,0.017377385592567,NA,1
"103",103,"PamaNyungantree",2,2,8,"HalfSample",2,NA,NA,NA,NA,NA,0.999933893038648,14.1754228543432,-196.04273,NA,-170.144276,-165.090216,NA,NA,NA,NA,NA,103,NA,10.10812,NA,0.0386452705073096,NA,1
"104",104,"PamaNyungantree",2,2,8,"Rarelost",2,NA,NA,NA,NA,NA,0.999933893038648,16.4670408474905,-137.302451,NA,-260.54328,-255.046479,NA,NA,NA,NA,NA,104,NA,10.993602,NA,0.0266360132285534,NA,1
"105",105,"PamaNyungantree",2,2,8,"Frequentlost",2,NA,NA,NA,NA,NA,0.999933893038648,25.9668318978287,-151.953364,NA,-230.526098,-221.296155,NA,NA,NA,NA,NA,105,NA,18.459886,NA,0.00100313619468306,NA,1
"106",106,"PamaNyungantree",2,2,8,"Ecologyloss",2,NA,NA,NA,NA,NA,0.999933893038648,15.1509004002181,-177.251831,NA,-87.932768,-87.932768,NA,NA,NA,NA,NA,106,NA,0,NA,1,NA,0
"107",107,"PamaNyungantree",2,2,8,"horizontal10",2,NA,NA,NA,NA,NA,0.757948891698818,1.66634185212877,-401.117402,NA,-348.175408,-335.76353,NA,NA,NA,NA,NA,107,NA,24.823756,NA,5.45857735001487e-05,NA,1
"108",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA
"109",109,"PamaNyungantree",2,2,8,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.578359033311373,0.974369147169318,-390.48375,NA,-337.541757,-328.942631,NA,NA,NA,NA,NA,109,NA,17.198252,NA,0.00176879996654067,NA,1
