"","Tree","Repetition","Sample","pvalue_ecology","pvalue_clade","variance_trait","pvalue_trend"
"292","Latetree","7","horizontal10","0.946","0.918","0.459008904713251","0"
"293","Latetree","7","horizontal10clade","0.642","0.978","0.459008904713251","0"
"294","Latetree","7","horizontal10ecology","0.83","0.764","0.459008904713251","0"
"295","Latetree","7","horizontalnodes","0.718","0.83","0.459008904713251","0.998554891418846"
"296","Latetree","7","horizontalnodesecology","0.648","0.858","0.459008904713251","0.999999999847727"
"297","Latetree","7","horizontalneighbor","0.866","0.85","0.459008904713251","0"
"298","Latetree","8","full","0.536","0.558","0.364421603519908","0.999999999999994"
"299","Latetree","8","threequarter","0.68","0.596","0.364421603519908","0"
"300","Latetree","8","half","0.598","0.756","0.364421603519908","0"
"301","Latetree","8","positiveloss","0.61","0.488","0.364421603519908","0"
"302","Latetree","8","ecologyloss","0.526","0.744","0.364421603519908","0"
"303","Latetree","8","horizontal10","0.622","0.584","0.364421603519908","0"
"304","Latetree","8","horizontal10clade","0.548","0.58","0.364421603519908","0"
"305","Latetree","8","horizontal10ecology","0.598","0.628","0.364421603519908","0"
"306","Latetree","8","horizontalnodes","0.544","0.492","0.364421603519908","0.999999999999997"
"307","Latetree","8","horizontalnodesecology","0.434","0.654","0.364421603519908","0"
"308","Latetree","8","horizontalneighbor","0.608","0.57","0.364421603519908","0"
"309","Latetree","9","full","0.332","0.528","0.831573332277765","0.999999999999913"
"310","Latetree","9","threequarter","0.378","0.604","0.831573332277765","0"
"311","Latetree","9","half","0.616","0.646","0.831573332277765","0"
"312","Latetree","9","positiveloss","0.312","0.806","0.831573332277765","0"
"313","Latetree","9","ecologyloss","0.442","0.524","0.831573332277765","0"
"314","Latetree","9","horizontal10","0.364","0.556","0.831573332277765","0"
"315","Latetree","9","horizontal10clade","0.292","0.634","0.831573332277765","0"
"316","Latetree","9","horizontal10ecology","0.384","0.608","0.831573332277765","0"
"317","Latetree","9","horizontalnodes","0.312","0.58","0.831573332277765","0.999999999979788"
"318","Latetree","9","horizontalnodesecology","0.302","0.57","0.831573332277765","0.999999999995112"
"319","Latetree","9","horizontalneighbor","0.368","0.796","0.831573332277765","0"
"320","Latetree","10","full","0.266","0.026","0.48182183204792","0.999999999999968"
"321","Latetree","10","threequarter","0.348","0.066","0.48182183204792","0.999981111783672"
"322","Latetree","10","half","0.396","0.092","0.48182183204792","0"
"323","Latetree","10","positiveloss","0.502","0.122","0.48182183204792","0"
"324","Latetree","10","ecologyloss","0.402","0.04","0.48182183204792","0"
"325","Latetree","10","horizontal10","0.358","0.03","0.48182183204792","0"
"326","Latetree","10","horizontal10clade","0.302","0.028","0.48182183204792","0"
"327","Latetree","10","horizontal10ecology","0.272","0.026","0.48182183204792","0"
"328","Latetree","10","horizontalnodes","0.264","0.026","0.48182183204792","0.999999999999988"
"329","Latetree","10","horizontalnodesecology","0.296","0.026","0.48182183204792","0.999999999999292"
"330","Latetree","10","horizontalneighbor","0.462","0.034","0.48182183204792","0"
"331",NA,NA,NA,NA,NA,NA,NA
