"","Tree","Repetition","Sample","pvalue_ecology","pvalue_alternative","pvalue_clade","variance_trait","median_Ecology1","median_Ecology2","median_Alternative1","median_Alternative2","median_CladeA","median_OtherClades","predictor_variable"
"34","PamaNyungantree","4","full","0.002","0.002","0.001","4.75617578824155","3.4892870653758","2.99772361128458","0.87240708473274","3.12914131516374","3.31355493133912","-1.19548151415644","simmapattemptCladeA"
"35","PamaNyungantree","4","quarterloss","0.018","0.002","0.001","4.75617578824155","3.4462752386574","-0.737158782427536","-0.971405253757687","3.08701320797764","3.28964467720179","-1.25532286536128","simmapattemptCladeA"
"36","PamaNyungantree","4","halfloss","0.04","0.002","0.001","4.75617578824155","3.4892870653758","3.00342302589645","2.74323600652975","3.08922536161115","3.31319638725459","-1.2436369253082","simmapattemptCladeA"
"37","PamaNyungantree","4","positiveloss","0.002","0.002","0.001","4.75617578824155","3.49305728646724","2.9392438951552","-0.837265094632074","3.08975311462628","3.31822108778162","-1.19548151415644","simmapattemptCladeA"
"38","PamaNyungantree","4","ecologyloss",NA,"0.002","0.001","4.75617578824155",NA,"3.02127907877402","-0.885437594803863","3.05942476365219","3.30673297259827","-1.20818182734801","simmapattemptCladeA"
"39","PamaNyungantree","4","horizontal10","0.02","0.002","0.001","4.75617578824155","3.45634457368563","3.02459007360135","2.74313002468962","3.12709687022914","3.30647518190469","-1.16222176276143","simmapattemptCladeA"
"40","PamaNyungantree","4","horizontal10clade","0.001","0.002","0.001","4.75617578824155","3.4892870653758","2.99772361128458","0.87240708473274","3.12914131516374","3.31355493133912","-1.19548151415644","simmapattemptCladeA"
"41","PamaNyungantree","4","horizontal10ecology","0.00600000000000001","0.002","0.001","4.75617578824155","3.4892870653758","2.99772361128458","2.49404655843775","3.12914131516374","3.30673297259827","-1.15029164760097","simmapattemptCladeA"
"42","PamaNyungantree","4","horizontalnodes","0.002","0.002","0.001","4.75617578824155","3.45634457368563","2.99772361128458","0.87240708473274","3.12914131516374","3.31319638725459","-1.19548151415644","simmapattemptCladeA"
"43","PamaNyungantree","4","horizontalnodesecology","0.001","0.002","0.001","4.75617578824155","3.4892870653758","2.99618048681601","0.87240708473274","3.12709687022914","3.30647518190469","-1.19548151415644","simmapattemptCladeA"
"44","PamaNyungantree","4","horizontalneighbor","0.001","0.002","0.001","4.75617578824155","3.44009947451001","2.98870455151671","0.87240708473274","3.12709687022914","3.30466882353204","-1.17031256309983","simmapattemptCladeA"
"45","PamaNyungantree","5","full","0.002","0.001","0.001","4.77032642922771","3.21753059194078","3.01012878376808","0.717367593922974","3.08580384584523","3.18098390166315","-1.27856874496775","simmapattemptCladeA"
"46","PamaNyungantree","5","quarterloss","0.012","0.001","0.001","4.77032642922771","3.20549163850764","-1.00249700844435","-1.02745417088545","3.08157268839399","3.17674627538946","-1.31032922982153","simmapattemptCladeA"
"47","PamaNyungantree","5","halfloss","0.022","0.001","0.001","4.77032642922771","3.22252331181992","3.01818592084328","2.47499658727967","3.08231053161669","3.17764731803946","-1.27584533158173","simmapattemptCladeA"
"48","PamaNyungantree","5","positiveloss","0.002","0.001","0.001","4.77032642922771","3.21499378024022","0.717367593922974","-1.03309064799123","3.08049251249815","3.19421297869521","-1.27856874496775","simmapattemptCladeA"
"49","PamaNyungantree","5","ecologyloss",NA,"0.001","0.001","4.77032642922771",NA,"3.00933493563484","-1.05173739850278","3.05990489669338","3.17190394658954","-1.25527557855832","simmapattemptCladeA"
"50","PamaNyungantree","5","horizontal10","0.004","0.001","0.001","4.77032642922771","3.22252331181992","3.03305298406423","3.00164827010116","3.08959440036662","3.19507611722461","-1.25574117520817","simmapattemptCladeA"
"51","PamaNyungantree","5","horizontal10clade","0.001","0.001","0.001","4.77032642922771","3.21753059194078","3.01012878376808","0.717367593922974","3.08580384584523","3.18098390166315","-1.27162842533492","simmapattemptCladeA"
"52","PamaNyungantree","5","horizontal10ecology","0.001","0.001","0.001","4.77032642922771","3.21753059194078","3.01012878376808","2.47499658727967","3.08322308155239","3.17520769714259","-1.26169287338491","simmapattemptCladeA"
"53","PamaNyungantree","5","horizontalnodes","0.002","0.001","0.001","4.77032642922771","3.20746424866052","3.01012878376808","0.717367593922974","3.08580384584523","3.18098390166315","-1.27856874496775","simmapattemptCladeA"
"54","PamaNyungantree","5","horizontalnodesecology","0.001","0.001","0.001","4.77032642922771","3.21753059194078","2.9434327224586","-1.05173739850278","3.08580384584523","3.16546198825717","-1.27856874496775","simmapattemptCladeA"
"55","PamaNyungantree","5","horizontalneighbor","0.002","0.001","0.001","4.77032642922771","3.22252331181992","3.00561110608625","2.98541044508999","3.08049251249815","3.17520769714259","-1.26169287338491","simmapattemptCladeA"
"56","PamaNyungantree","6","full","0.001","0.001","0.001","6.35722487956644","3.80297843486449","3.45195001661165","1.19344871225748","3.68310638112068","3.73448902164838","-1.53490725437406","simmapattemptCladeA"
"57","PamaNyungantree","6","quarterloss","0.001","0.001","0.001","6.35722487956644","3.81039218590504","3.34635639092982","-1.25752849099243","3.6990342778788","3.73448902164838","-1.59285207400921","simmapattemptCladeA"
"58","PamaNyungantree","6","halfloss","0.012","0.001","0.001","6.35722487956644","3.79719242086718","3.50096359497575","3.3897482030357","3.68855924718767","3.73459133926643","-1.59988829561166","simmapattemptCladeA"
"59","PamaNyungantree","6","positiveloss","0.001","0.001","0.001","6.35722487956644","3.79719311235035","3.34635639092982","-1.32744967559371","3.61874440297095","3.72126527110888","-1.53490725437406","simmapattemptCladeA"
"60","PamaNyungantree","6","ecologyloss",NA,"0.001","0.001","6.35722487956644",NA,"3.50096359497575","-1.22582281611859","3.56946552320852","3.61874440297095","-1.53216977402187","simmapattemptCladeA"
"61","PamaNyungantree","6","horizontal10","0.001","0.001","0.001","6.35722487956644","3.79828657054582","3.45424238570542","1.19344871225748","3.64339118268861","3.7264134148463","-1.53216977402187","simmapattemptCladeA"
"62","PamaNyungantree","6","horizontal10clade","0.001","0.001","0.001","6.35722487956644","3.80297843486449","3.45195001661165","1.19344871225748","3.68310638112068","3.73448902164838","-1.53724761636035","simmapattemptCladeA"
"63","PamaNyungantree","6","horizontal10ecology","0.001","0.001","0.001","6.35722487956644","3.80297843486449","3.4239868117628","-1.08148837754564","3.68853133456079","3.73469365688448","-1.51894425320732","simmapattemptCladeA"
"64","PamaNyungantree","6","horizontalnodes","0.001","0.001","0.001","6.35722487956644","3.68800473243086","3.45195001661165","-1.08858127705805","3.61729887743905","3.69255188112861","-1.53490725437406","simmapattemptCladeA"
"65","PamaNyungantree","6","horizontalnodesecology","0.001","0.001","0.001","6.35722487956644","3.80297843486449","3.45195001661165","-0.991165690894709","3.68310638112068","3.73448902164838","-1.53490725437406","simmapattemptCladeA"
"66","PamaNyungantree","6","horizontalneighbor","0.001","0.001","0.001","6.35722487956644","3.80297843486449","3.45424238570542","3.29946109400917","3.68310638112068","3.72126527110888","-1.51894425320732","simmapattemptCladeA"
"67","PamaNyungantree","7","full","0.004","0.002","0.001","4.25548485980602","2.84780709791948","2.80670902721657","0.970848513458762","2.86975503602494","2.99081310979487","-1.25746287024314","simmapattemptCladeA"
