"","X","Tree","NumberOfVariantsInModel","RateOfChange","Repetition","Sample","NumberOfVariantsObserved","loglik_drift","loglik_selectiononestate","loglik_pathways","loglik_pathwaystoone","loglik_unconstrained","phylosigLambda","phylosigK","BayestraitsIndependent_CladeA","BayestraitsDependent_CladeA","BayestraitsIndependent_Forest","BayestraitsDependent_Forest","loglik_pathwaysfromone","BayestraitsMultistate_Free","BayestraitsMultistate_Equal","Pathway_impossible","selection_variant","X.1","BT_dependent_CladeA_better","BT_dependent_Forest_better","chisq_BT_CladeAdependent_better","chisq_BT_Forestdependent_better","BT_CladeAdependent_wronglysupported","BT_Forestdependent_wronglysupported"
"1",1,"Grafentree",2,1,1,"full",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.782722,-2.920184,-111.689288,-106.959378,NA,NA,NA,NA,"Q_onlyandfastInEcology1",1,9.725076,9.45982000000001,0.0453223321569606,0.0505794366196957,1,0
"2",2,"Grafentree",2,1,1,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.613003,-3.068056,-83.146977,-77.917742,NA,NA,NA,NA,NA,2,9.089894,10.45847,0.0588914160048015,0.0333738884502519,0,1
"3",3,"Grafentree",2,1,1,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,27.4979485116036,-7.418015,-2.949896,-59.137346,-54.133551,NA,NA,NA,NA,NA,3,8.936238,10.00759,0.0627131378383657,0.0403000233463502,0,1
"4",4,"Grafentree",2,1,1,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,49.9951512483209,-7.474163,-2.878131,-91.338879,-86.407854,NA,NA,NA,NA,NA,4,9.192064,9.86205000000001,0.0564740394692388,0.042816662046014,0,1
"5",5,"Grafentree",2,1,1,"Frequentlost",2,NA,NA,NA,NA,NA,1.00581585711535,32.8981351849482,-7.782722,-2.949186,-75.444559,-72.173706,NA,NA,NA,NA,NA,5,9.667072,6.541706,0.0464252092035152,0.16218146328598,1,0
"6",6,"Grafentree",2,1,1,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00581585711535,39.9353785488922,-7.666438,-2.886887,-85.576158,-80.944234,NA,NA,NA,NA,NA,6,9.559102,9.26384800000002,0.0485468968924498,0.0548324626906195,1,0
"7",7,"Grafentree",2,1,1,"horizontal10",2,NA,NA,NA,NA,NA,0.638519636627173,0.110374144105687,-47.135638,-33.618156,-151.042204,-145.115635,NA,NA,NA,NA,NA,7,27.034964,11.853138,1.95579555340997e-05,0.0184774464174073,1,1
"8",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"9",9,"Grafentree",2,1,1,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.783715161865476,0.101458403206535,-49.113257,-34.524435,-153.019822,-129.259206,NA,NA,NA,NA,NA,9,29.177644,47.521232,7.19396641590819e-06,1.18756404710041e-09,1,1
"10",10,"Grafentree",2,1,1,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.572227121658039,0.0789736628725463,-60.890396,-43.110629,-164.796962,-158.063212,NA,NA,NA,NA,NA,10,35.559534,13.4675,3.56480273300264e-07,0.00920364081789038,1,1
"11",11,"Grafentree",2,1,2,"full",2,NA,NA,NA,NA,NA,1.00581585711535,3.10264158307418,-12.23796,-7.701827,-116.144526,-111.343066,NA,NA,NA,NA,"Q_onlyandfastInEcology1",11,9.072266,9.60292000000001,0.059318339318658,0.0476748921358516,0,1
"12",12,"Grafentree",2,1,2,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00581585711535,3.10264158307418,-7.624392,-2.870689,-83.137333,-77.788403,NA,NA,NA,NA,NA,12,9.507406,10.69786,0.0495952928253385,0.0301779514635512,1,1
"13",13,"Grafentree",2,1,2,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,1.55943825110786,-11.627698,-7.101888,-59.029101,-54.228971,NA,NA,NA,NA,NA,13,9.05162,9.60025999999999,0.0598220978508052,0.0477273977864064,0,1
"14",14,"Grafentree",2,1,2,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,2.92410436260868,-11.79583,-7.02171,-92.981915,-89.077592,NA,NA,NA,NA,NA,14,9.54824,7.80864600000001,0.0487654047708067,0.0988446415293227,1,0
"15",15,"Grafentree",2,1,2,"Frequentlost",2,NA,NA,NA,NA,NA,1.00581585711535,32.3975454460418,-7.766662,-2.915989,-76.284364,-72.762849,NA,NA,NA,NA,NA,15,9.701346,7.04302999999999,0.0457704632715689,0.133631684666016,1,0
"16",16,"Grafentree",2,1,2,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00581585711535,2.26836613390322,-12.072613,-7.576774,-80.766315,-76.011722,NA,NA,NA,NA,NA,16,8.991678,9.509186,0.061307828295196,0.0495588373747985,0,1
"17",17,"Grafentree",2,1,2,"horizontal10",2,NA,NA,NA,NA,NA,0.613444052738905,0.0707403878254488,-60.24098,-41.628466,-164.147546,-156.941635,NA,NA,NA,NA,NA,17,37.225028,14.411822,1.6189041707193e-07,0.00609031026599127,1,1
"18",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
"19",19,"Grafentree",2,1,2,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.525925151558359,0.0631943576044217,-67.731205,-42.70646,-171.637771,-143.895146,NA,NA,NA,NA,NA,19,50.04949,55.48525,3.52596396524518e-10,2.5707325157498e-11,1,1
"20",20,"Grafentree",2,1,2,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.511644188591074,0.0587110537195728,-77.052977,-54.980529,-180.959543,-174.038771,NA,NA,NA,NA,NA,20,44.144896,13.841544,5.98620120140225e-09,0.00781833764665651,1,1
"21",21,"Grafentree",2,1,3,"full",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.782722,-3.172844,-111.689288,-106.959378,NA,NA,NA,NA,"Q_onlyandfastInEcology1",21,9.219756,9.45982000000001,0.055835298076052,0.0505794366196957,0,0
"22",22,"Grafentree",2,1,3,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.554946,-2.852505,-86.293333,-82.187386,NA,NA,NA,NA,NA,22,9.404882,8.211894,0.0517388322935212,0.0841174652475294,0,0
"23",23,"Grafentree",2,1,3,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,27.1375776011226,-7.489271,-2.882008,-61.721347,-58.861938,NA,NA,NA,NA,NA,23,9.214526,5.718818,0.0559554031240623,0.221154232323812,0,0
"24",24,"Grafentree",2,1,3,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,50.4089469182616,-7.412077,-2.961841,-93.635335,-88.213363,NA,NA,NA,NA,NA,24,8.900472,10.843944,0.0636359262795855,0.0283750011016859,0,1
"25",25,"Grafentree",2,1,3,"Frequentlost",2,NA,NA,NA,NA,NA,1.00581585711535,30.4890687642002,-7.782691,-2.920126,-73.853279,-70.943547,NA,NA,NA,NA,NA,25,9.72513,5.81946400000001,0.0453213171975052,0.213042592057496,1,0
"26",26,"Grafentree",2,1,3,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00581585711535,37.4833057122632,-7.658077,-2.922553,-71.228404,-68.01222,NA,NA,NA,NA,NA,26,9.471048,6.432368,0.0503455580678607,0.169101940708945,0,0
"27",27,"Grafentree",2,1,3,"horizontal10",2,NA,NA,NA,NA,NA,0.692812200495913,0.131187254769922,-45.847829,-31.646053,-149.754395,-144.698586,NA,NA,NA,NA,NA,27,28.403552,10.111618,1.03309766232851e-05,0.0385888839972269,1,1
"28",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA
"29",29,"Grafentree",2,1,3,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.690820182908743,0.101386154252241,-52.446481,-37.276605,-156.353047,-131.33438,NA,NA,NA,NA,NA,29,30.339752,50.037334,4.17362333160476e-06,3.54663076684858e-10,1,1
"30",30,"Grafentree",2,1,3,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.426757562764104,0.0469847223889081,-89.609556,-62.467014,-193.516122,-188.89786,NA,NA,NA,NA,NA,30,54.285084,9.23652399999997,4.58677540393637e-11,0.0554518813724457,1,0
"31",31,"Grafentree",2,1,4,"full",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.782722,-3.172844,-111.689288,-106.959378,NA,NA,NA,NA,"Q_onlyandfastInEcology1",31,9.219756,9.45982000000001,0.055835298076052,0.0505794366196957,0,0
"32",32,"Grafentree",2,1,4,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.680246,-2.927419,-84.264983,-81.58065,NA,NA,NA,NA,NA,32,9.505654,5.36866599999999,0.0496311998467833,0.251517302444565,1,0
"33",33,"Grafentree",2,1,4,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,25.8234888741529,-7.592796,-2.85311,-57.929501,-55.467668,NA,NA,NA,NA,NA,33,9.479372,4.923666,0.0501728369673605,0.295219898282293,0,0
"34",34,"Grafentree",2,1,4,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,48.9898886507819,-7.525485,-2.824442,-92.19175,-89.662602,NA,NA,NA,NA,NA,34,9.402086,5.05829599999998,0.0517985118215758,0.281368095647313,0,0
"35",35,"Grafentree",2,1,4,"Frequentlost",2,NA,NA,NA,NA,NA,1.00581585711535,28.8063783449257,-7.782668,-2.949124,-72.613313,-67.562649,NA,NA,NA,NA,NA,35,9.667088,10.101328,0.0464249014694643,0.0387549812943302,1,1
"36",36,"Grafentree",2,1,4,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00581585711535,39.5827354815804,-7.635612,-2.876127,-70.149285,-65.698149,NA,NA,NA,NA,NA,36,9.51897,8.90227200000001,0.049358912136014,0.0635891784876397,1,0
"37",37,"Grafentree",2,1,4,"horizontal10",2,NA,NA,NA,NA,NA,0.551299875880107,0.0652744719591096,-67.512005,-45.877637,-171.41857,-164.741735,NA,NA,NA,NA,NA,37,43.268736,13.35367,9.10084529959221e-09,0.00967096049493055,1,1
"38",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA
"39",39,"Grafentree",2,1,4,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.740924914970108,0.080697198714441,-53.472264,-38.431565,-157.37883,-131.483891,NA,NA,NA,NA,NA,39,30.081398,51.789878,4.71119097977812e-06,1.52630574845602e-10,1,1
"40",40,"Grafentree",2,1,4,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.558754613820398,0.0857755570221307,-66.007375,-47.226928,-169.913941,-162.434207,NA,NA,NA,NA,NA,40,37.560894,14.959468,1.38035757157873e-07,0.00478602570511621,1,1
"41",41,"Grafentree",2,1,5,"full",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.782722,-3.172844,-111.689288,-106.959378,NA,NA,NA,NA,"Q_onlyandfastInEcology1",41,9.219756,9.45982000000001,0.055835298076052,0.0505794366196957,0,0
"42",42,"Grafentree",2,1,5,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.632892,-3.08437,-80.037597,-76.548031,NA,NA,NA,NA,NA,42,9.097044,6.97913200000002,0.0587190887115494,0.13699512165298,0,0
"43",43,"Grafentree",2,1,5,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,27.3582793081338,-7.543216,-2.828793,-60.055047,-55.845912,NA,NA,NA,NA,NA,43,9.428846,8.41827000000001,0.0512300159223404,0.0774036621512506,0,0
"44",44,"Grafentree",2,1,5,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,48.8097645875008,-7.461897,-2.80536,-89.448785,-85.3875,NA,NA,NA,NA,NA,44,9.313074,8.12257,0.0537331509137082,0.0871900904309396,0,0
"45",45,"Grafentree",2,1,5,"Frequentlost",2,NA,NA,NA,NA,NA,1.00581585711535,35.4472674650639,-7.782628,-3.172802,-78.873216,-75.865513,NA,NA,NA,NA,NA,45,9.219652,6.01540599999998,0.0558376840024387,0.19800069449178,0,0
"46",46,"Grafentree",2,1,5,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00581585711535,37.399310511656,-7.707525,-2.892241,-74.305754,-70.061786,NA,NA,NA,NA,NA,46,9.630568,8.48793599999999,0.0471324113283212,0.0752537504800108,1,0
"47",47,"Grafentree",2,1,5,"horizontal10",2,NA,NA,NA,NA,NA,0.731205661167582,0.168501327127309,-36.906703,-26.542344,-140.813269,-134.741217,NA,NA,NA,NA,NA,47,20.728718,12.144104,0.000358394241040561,0.0163112321137018,1,1
"48",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA
"49",49,"Grafentree",2,1,5,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.552491681307955,0.0612553262287181,-67.387783,-41.705176,-171.294349,-141.748745,NA,NA,NA,NA,NA,49,51.365214,59.091208,1.87246551597298e-10,4.50250947636732e-12,1,1
"50",50,"Grafentree",2,1,5,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.480996402695145,0.0695518087441027,-75.753536,-56.772641,-179.660102,-170.617118,NA,NA,NA,NA,NA,50,37.96179,18.085968,1.14108232307508e-07,0.00118725694756461,1,1
"51",51,"Grafentree",2,1,6,"full",2,NA,NA,NA,NA,NA,0.910510535815712,0.718739707730902,-14.036238,-8.143247,-117.942804,-112.868202,NA,NA,NA,NA,"Q_onlyandfastInEcology1",51,11.785982,10.149204,0.0190157841155152,0.0379879783954172,1,1
"52",52,"Grafentree",2,1,6,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.910510535815712,0.718739707730902,-13.800235,-7.944769,-86.654988,-81.098128,NA,NA,NA,NA,NA,52,11.710932,11.11372,0.0196354296427083,0.025315253236986,1,1
"53",53,"Grafentree",2,1,6,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,5.25538168621406,-10.366909,-6.18107,-62.850367,-58.920319,NA,NA,NA,NA,NA,53,8.371678,7.860096,0.0788737064317269,0.0968396001705253,0,0
"54",54,"Grafentree",2,1,6,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,8.66891664677142,-10.314075,-6.162363,-95.793614,-90.478752,NA,NA,NA,NA,NA,54,8.303424,10.629724,0.0810748146147,0.0310562222185113,0,1
"55",55,"Grafentree",2,1,6,"Frequentlost",2,NA,NA,NA,NA,NA,1.00581585711535,32.9003675855211,-7.779614,-2.918662,-74.647195,-71.618362,NA,NA,NA,NA,NA,55,9.721904,6.05766599999998,0.0453819898369336,0.194882933028351,1,0
"56",56,"Grafentree",2,1,6,"Ecologyloss",2,NA,NA,NA,NA,NA,0.896529718812792,0.482433934570733,-13.821518,-8.016573,-79.089328,-75.059058,NA,NA,NA,NA,NA,56,11.60989,8.06054,0.0205007164181483,0.0893855413814252,1,0
"57",57,"Grafentree",2,1,6,"horizontal10",2,NA,NA,NA,NA,NA,0.684595021542128,0.104264653060402,-55.311129,-41.963264,-159.217695,-155.100776,NA,NA,NA,NA,NA,57,26.69573,8.23383799999999,2.29025145134232e-05,0.0833783579837705,1,0
"58",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA
"59",59,"Grafentree",2,1,6,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.490834989987456,0.0566443325848046,-71.103589,-42.969905,-175.010155,-148.878933,NA,NA,NA,NA,NA,59,56.267368,52.262444,1.76234582482948e-11,1.21569310174152e-10,1,1
"60",60,"Grafentree",2,1,6,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.787722495606578,0.0782346819237951,-65.76142,-54.477522,-169.667986,-164.017596,NA,NA,NA,NA,NA,60,22.567796,11.30078,0.000154454855622821,0.0233837369487332,1,1
"61",61,"Grafentree",2,1,7,"full",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.782722,-2.920184,-111.689288,-106.959378,NA,NA,NA,NA,"Q_onlyandfastInEcology1",61,9.725076,9.45982000000001,0.0453223321569606,0.0505794366196957,1,0
"62",62,"Grafentree",2,1,7,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.5697,-3.049195,-69.597226,-65.186141,NA,NA,NA,NA,NA,62,9.04101,8.82217,0.0600825602518787,0.0657013784510654,0,0
"63",63,"Grafentree",2,1,7,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,28.7916781887141,-7.364236,-2.90742,-62.064115,-54.425065,NA,NA,NA,NA,NA,63,8.913632,15.2781,0.0632948994476686,0.00415784911978334,0,1
"64",64,"Grafentree",2,1,7,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,49.6016310326185,-7.449556,-2.809612,-90.875455,-87.731055,NA,NA,NA,NA,NA,64,9.279888,6.28880000000001,0.0544719241305869,0.178593684089705,0,0
"65",65,"Grafentree",2,1,7,"Frequentlost",2,NA,NA,NA,NA,NA,1.00581585711535,34.1925104497924,-7.782614,-2.920114,-75.950049,-71.460074,NA,NA,NA,NA,NA,65,9.725,8.97995,0.0453237606552942,0.0616025940441493,1,0
"66",66,"Grafentree",2,1,7,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00581585711535,41.5721598102559,-7.745521,-2.941514,-87.869408,-84.291954,NA,NA,NA,NA,NA,66,9.608014,7.15490800000001,0.047574496035267,0.127925009294205,1,0
"67",67,"Grafentree",2,1,7,"horizontal10",2,NA,NA,NA,NA,NA,0.626111709957217,0.0870009308908841,-56.69736,-39.063609,-160.603926,-155.402421,NA,NA,NA,NA,NA,67,35.267502,10.40301,4.0931676514866e-07,0.0341595530053614,1,1
"68",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA
"69",69,"Grafentree",2,1,7,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.50440808207636,0.0548144155141712,-72.876934,-42.726245,-176.783499,-144.776308,NA,NA,NA,NA,NA,69,60.301378,64.014382,2.50721665651099e-12,4.15001366604884e-13,1,1
"70",70,"Grafentree",2,1,7,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.433860083326287,0.0429836468726823,-91.125216,-63.367387,-195.031782,-189.072101,NA,NA,NA,NA,NA,70,55.515658,11.919362,2.53328469312919e-11,0.0179610930082876,1,1
"71",71,"Grafentree",2,1,8,"full",2,NA,NA,NA,NA,NA,1.00581585711535,1.68955078735749,-20.125258,-15.532264,-124.031824,-119.941651,NA,NA,NA,NA,"Q_onlyandfastInEcology1",71,9.185988,8.18034600000001,0.0566151163034917,0.085190855407683,0,0
"72",72,"Grafentree",2,1,8,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00581585711535,1.68955078735749,-17.772321,-13.233904,-98.454989,-96.122201,NA,NA,NA,NA,NA,72,9.076834,4.66557599999999,0.0592074275172105,0.323363303549563,0,0
"73",73,"Grafentree",2,1,8,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,0.992127084890184,-16.603795,-11.891876,-70.190169,-66.984494,NA,NA,NA,NA,NA,73,9.423838,6.41135,0.0513359518878407,0.17046245764473,0,0
"74",74,"Grafentree",2,1,8,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,1.40091690895734,-19.234837,-14.294063,-101.191437,-98.293661,NA,NA,NA,NA,NA,74,9.881548,5.79555199999999,0.0424709667374827,0.214945694617654,1,0
"75",75,"Grafentree",2,1,8,"Frequentlost",2,NA,NA,NA,NA,NA,1.00581585711535,1.32130728262009,-17.701268,-13.403994,-92.609035,-88.660993,NA,NA,NA,NA,NA,75,8.594548,7.896084,0.0720725771729367,0.0954598005056757,0,0
"76",76,"Grafentree",2,1,8,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00581585711535,1.21367690283876,-19.98831,-15.349222,-90.523684,-88.218191,NA,NA,NA,NA,NA,76,9.278176,4.610986,0.0545102975280057,0.329589489570793,0,0
"77",77,"Grafentree",2,1,8,"horizontal10",2,NA,NA,NA,NA,NA,0.730591331475284,0.0808453109783914,-67.176352,-55.329558,-171.082918,-168.286059,NA,NA,NA,NA,NA,77,23.693588,5.59371800000002,9.2002048583506e-05,0.231613590516167,1,0
"78",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA
"79",79,"Grafentree",2,1,8,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.842435991805098,0.0635455756126145,-61.063702,-46.337715,-164.970268,-142.808548,NA,NA,NA,NA,NA,79,29.451974,44.32344,6.3270755114031e-06,5.4961439843737e-09,1,1
"80",80,"Grafentree",2,1,8,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.897835069408781,0.0751392543007897,-64.055362,-52.015452,-167.961928,-164.219882,NA,NA,NA,NA,NA,80,24.07982,7.48409199999998,7.69853552802235e-05,0.112412817665355,1,0
"81",81,"Grafentree",2,1,9,"full",2,NA,NA,NA,NA,NA,1.00581585711535,1.8953252451163,-18.421435,-13.325158,-122.328001,-118.491934,NA,NA,NA,NA,"Q_onlyandfastInEcology1",81,10.192554,7.672134,0.0373060882043331,0.104354114866746,1,0
"82",82,"Grafentree",2,1,9,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00581585711535,1.8953252451163,-18.042151,-12.777863,-85.953337,-83.385378,NA,NA,NA,NA,NA,82,10.528576,5.135918,0.0324056313121138,0.273633604754852,1,0
"83",83,"Grafentree",2,1,9,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,1.35837795793809,-16.798917,-10.790007,-54.475239,-47.30015,NA,NA,NA,NA,NA,83,12.01782,14.350178,0.017219241936921,0.00625735694412544,1,1
"84",84,"Grafentree",2,1,9,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,1.70489130836908,-17.830307,-12.59478,-101.432015,-97.546177,NA,NA,NA,NA,NA,84,10.471054,7.77167600000001,0.033198057905765,0.100309268182721,1,0
"85",85,"Grafentree",2,1,9,"Frequentlost",2,NA,NA,NA,NA,NA,1.00581585711535,1.44596958305523,-16.240496,-10.594902,-83.461673,-79.370246,NA,NA,NA,NA,NA,85,11.291188,8.18285400000002,0.0234792102097503,0.0851050540950926,1,0
"86",86,"Grafentree",2,1,9,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00581585711535,1.36985724249369,-18.286708,-13.371437,-77.408904,-74.786488,NA,NA,NA,NA,NA,86,9.830542,5.244832,0.0433810014686613,0.263085871244771,1,0
"87",87,"Grafentree",2,1,9,"horizontal10",2,NA,NA,NA,NA,NA,0.555252993965563,0.0665864655827732,-73.464025,-54.981916,-177.37059,-171.483335,NA,NA,NA,NA,NA,87,36.964218,11.77451,1.83213729854081e-07,0.0191092570728403,1,1
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA
"89",89,"Grafentree",2,1,9,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.741265800393759,0.0660816205522791,-63.68705,-45.597007,-167.593616,-148.404219,NA,NA,NA,NA,NA,89,36.180086,38.378794,2.65705812130257e-07,9.35996273820905e-08,1,1
"90",90,"Grafentree",2,1,9,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.787299168735479,0.114422739697178,-59.574695,-46.25778,-163.481261,-159.021979,NA,NA,NA,NA,NA,90,26.63383,8.918564,2.3571474264239e-05,0.0631675397880103,1,0
"91",91,"Grafentree",2,1,10,"full",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.782722,-3.172844,-111.689288,-106.959378,NA,NA,NA,NA,"Q_onlyandfastInEcology1",91,9.219756,9.45982000000001,0.055835298076052,0.0505794366196957,0,0
"92",92,"Grafentree",2,1,10,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00581585711535,55.6467235522501,-7.566628,-2.351139,-86.261459,-82.424941,NA,NA,NA,NA,NA,92,10.430978,7.673036,0.0337611482556439,0.104316789198415,1,0
"93",93,"Grafentree",2,1,10,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,28.4145772676206,-7.41819,-2.936373,-53.238724,-50.717621,NA,NA,NA,NA,NA,93,8.963634,5.04220599999999,0.0620149133688802,0.282994247839248,0,0
"94",94,"Grafentree",2,1,10,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,49.620877739632,-7.285272,-2.766032,-89.295317,-84.248423,NA,NA,NA,NA,NA,94,9.03848,10.093788,0.0601448276960548,0.0388771249759464,0,1
"95",95,"Grafentree",2,1,10,"Frequentlost",2,NA,NA,NA,NA,NA,1.00581585711535,32.893062063346,-7.782722,-2.949189,-75.68893,-72.628036,NA,NA,NA,NA,NA,95,9.667066,6.12178800000001,0.0464253246042878,0.190235813331246,1,0
"96",96,"Grafentree",2,1,10,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00581585711535,38.0990714301258,-7.724015,-2.898156,-81.075453,-76.54911,NA,NA,NA,NA,NA,96,9.651718,9.05268599999999,0.046721420162546,0.0597959883208471,1,0
"97",97,"Grafentree",2,1,10,"horizontal10",2,NA,NA,NA,NA,NA,0.782885216387053,0.170819140972175,-35.517475,-26.812454,-139.424041,-133.210707,NA,NA,NA,NA,NA,97,17.410042,12.4266679999999,0.00160862159390451,0.0144450607095096,1,1
"98",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA
"99",99,"Grafentree",2,1,10,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.67648698732435,0.0749700581184401,-60.291311,-41.164794,-164.197877,-136.203612,NA,NA,NA,NA,NA,99,38.253034,55.98853,9.93637179202977e-08,2.01630934171249e-11,1,1
"100",100,"Grafentree",2,1,10,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.563142234446998,0.0679662019250714,-68.413248,-48.053085,-172.319814,-166.435684,NA,NA,NA,NA,NA,100,40.720326,11.76826,3.07112943964682e-08,0.0191603691972131,1,1
"101",101,"Grafentree",2,2,1,"full",2,NA,NA,NA,NA,NA,1.00581585711535,5.69417834345221,-13.736779,-10.036664,-117.643345,-111.476814,NA,NA,NA,NA,"Q_onlyandslowInEcology1",101,7.40023,12.333062,0.116190054991479,0.0150389874888571,0,1
"102",102,"Grafentree",2,2,1,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00581585711535,5.69417834345221,-13.34508,-9.601566,-86.465315,-82.293109,NA,NA,NA,NA,NA,102,7.487028,8.34441200000001,0.112282665417598,0.0797461583186438,0,0
"103",103,"Grafentree",2,2,1,"HalfSample",2,NA,NA,NA,NA,NA,1.00581585711535,2.95265131877339,-13.054809,-9.077242,-67.099079,-61.183334,NA,NA,NA,NA,NA,103,7.955134,11.83149,0.0932355881976281,0.0186493440725694,0,1
"104",104,"Grafentree",2,2,1,"Rarelost",2,NA,NA,NA,NA,NA,1.00581585711535,5.34873441122802,-11.511154,-8.137232,-100.150778,-92.161055,NA,NA,NA,NA,NA,104,6.747844,15.979446,0.14982880891245,0.00304686841806712,0,1
