"","Tree","Repetition","Sample","pvalue_ecology","pvalue_alternative","pvalue_clade","variance_trait","median_Ecology1","median_Ecology2","median_Alternative1","median_Alternative2","median_CladeA","median_OtherClades","predictor_variable"
"22","Grafentree","2","horizontalneighbor","0.228","0.054","0.001","2.15077751521453","-1.40406003459097","-2.8553473785205","-0.479803220780877","-2.82232321873352","0.304312438625054","-2.92054993943451","simmapattemptCladeA"
"23","Grafentree","3","full","0.022","0.056","0.001","2.82560415970406","-0.596215789133707","-3.50643840026953","-0.143938177497007","-3.46262605720651","-0.102717611838362","-3.60494155603758","simmapattemptCladeA"
"24","Grafentree","3","quarterloss","0.216","0.056","0.001","2.82560415970406","-0.611180603696416","-3.50393463456773","-0.21178083364558","-3.46262605720651","-0.0797998088041252","-3.60863636130043","simmapattemptCladeA"
"25","Grafentree","3","halfloss","0.102","0.056","0.001","2.82560415970406","-0.459824741389708","-3.50393463456773","-0.21178083364558","-3.46851141334361","-0.187310994105218","-3.60460901584205","simmapattemptCladeA"
"26","Grafentree","3","positiveloss","0.042","0.056","0.001","2.82560415970406","-0.596215789133707","-3.50643840026953","-0.143938177497007","-3.46262605720651","-0.102717611838362","-3.60494155603758","simmapattemptCladeA"
"27","Grafentree","3","ecologyloss","0.068","0.056","0.001","2.82560415970406","-0.596215789133707","-3.54928796216098","-0.0481193611593508","-3.41472450407301","-0.0702051722592666","-3.62635149003966","simmapattemptCladeA"
"28","Grafentree","3","horizontal10","0.092","0.056","0.001","2.82560415970406","-3.2412396212399","-3.49527687356237","-0.220284468761193","-3.48763068712987","-0.241780681981704","-3.59432982581086","simmapattemptCladeA"
"29","Grafentree","3","horizontal10clade","0.052","0.056","0.001","2.82560415970406","-0.596215789133707","-3.51009740206698","-0.143938177497007","-3.46262605720651","-0.102717611838362","-3.60654828798051","simmapattemptCladeA"
"30","Grafentree","3","horizontal10ecology","0.092","0.056","0.001","2.82560415970406","-0.596215789133707","-3.49527687356237","-0.143938177497007","-3.42284687252974","-0.102717611838362","-3.60654828798051","simmapattemptCladeA"
"31","Grafentree","3","horizontalnodes","0.06","0.056","0.001","2.82560415970406","-0.596215789133707","-3.50643840026953","-0.143938177497007","-3.46262605720651","-0.102717611838362","-3.60494155603758","simmapattemptCladeA"
"32","Grafentree","3","horizontalnodesecology","0.06","0.056","0.001","2.82560415970406","-0.596215789133707","-3.50643840026953","-0.143938177497007","-3.46262605720651","-0.102717611838362","-3.60494155603758","simmapattemptCladeA"
"33","Grafentree","3","horizontalneighbor","0.11","0.056","0.001","2.82560415970406","-3.2412396212399","-3.45487590143331","-0.407717478309678","-3.42284687252974","-0.241780681981704","-3.58476156191991","simmapattemptCladeA"
"34","Grafentree","4","full","0.002","0.02","0.001","2.92637081144501","-1.20231493288615","-2.79909023297812","1.11044602338501","-2.73852084903026","1.04968994853028","-2.86788836638452","simmapattemptCladeA"
"35","Grafentree","4","quarterloss","0.024","0.02","0.001","2.92637081144501","-1.40482232890363","-2.80370969876815","1.11739174218172","-2.77512789591699","1.07273866779268","-2.86786543900247","simmapattemptCladeA"
"36","Grafentree","4","halfloss","0.08","0.02","0.001","2.92637081144501","-1.30936334480403","-2.81737719109836","1.21276873842219","-2.75471752500488","1.07273866779268","-2.89680911659935","simmapattemptCladeA"
"37","Grafentree","4","positiveloss","0.022","0.02","0.001","2.92637081144501","-1.20231493288615","-2.79909023297812","1.11044602338501","-2.73852084903026","1.04968994853028","-2.86788836638452","simmapattemptCladeA"
"38","Grafentree","4","ecologyloss","0.036","0.02","0.001","2.92637081144501","-1.20231493288615","-2.79817797747321","1.11466510120793","-2.69459927347437","1.11226214874396","-2.87097761054416","simmapattemptCladeA"
