"","Tree","Repetition","Sample","pvalue_ecology","pvalue_clade","variance_trait","pvalue_trend"
"265","Earlytree","5","full","0.632","0.8","0.211527171493802","1"
"266","Earlytree","5","threequarter","0.872","0.934","0.211527171493802","0.999999553447992"
"267","Earlytree","5","half","0.782","0.852","0.211527171493802","0.999999999667229"
"268","Earlytree","5","positiveloss","0.726","0.98","0.211527171493802","0.999999999577927"
"269","Earlytree","5","ecologyloss",NA,"0.792","0.211527171493802","0.999999078687111"
"270","Earlytree","5","horizontal10","0.746","0.794","0.211527171493802","0.99992364175735"
"271","Earlytree","5","horizontal10clade","0.674","0.78","0.211527171493802","1"
"272","Earlytree","5","horizontal10ecology","0.65","0.842","0.211527171493802","0"
"273","Earlytree","5","horizontalnodes","0.596","0.734","0.211527171493802","0.999998753504247"
"274","Earlytree","5","horizontalnodesecology","0.644","0.824","0.211527171493802","1"
"275","Earlytree","5","horizontalneighbor","0.838","0.868","0.211527171493802","0"
"276","Earlytree","6","full","0.812","0.001","0.49259870154213","1"
"277","Earlytree","6","threequarter","0.796","0.018","0.49259870154213","0.99999188024489"
"278","Earlytree","6","half","0.874","0.004","0.49259870154213","0.999999998737782"
"279","Earlytree","6","positiveloss","0.996","0.012","0.49259870154213","0.999999999997024"
"280","Earlytree","6","ecologyloss",NA,"0.008","0.49259870154213","0.999999382949574"
"281","Earlytree","6","horizontal10","0.928","0.002","0.49259870154213","0"
"282","Earlytree","6","horizontal10clade","0.812","0.001","0.49259870154213","1"
"283","Earlytree","6","horizontal10ecology","0.83","0.008","0.49259870154213","0"
"284","Earlytree","6","horizontalnodes","0.858","0.006","0.49259870154213","1"
"285","Earlytree","6","horizontalnodesecology","0.812","0.001","0.49259870154213","1"
"286","Earlytree","6","horizontalneighbor","0.746","0.002","0.49259870154213","0"
"287","Earlytree","7","full","0.666","0.338","0.331762181176768","1"
"288","Earlytree","7","threequarter","0.98","0.614","0.331762181176768","0.998478895685416"
"289","Earlytree","7","half","0.722","0.544","0.331762181176768","0.999999861070354"
"290","Earlytree","7","positiveloss","0.844","0.49","0.331762181176768","0.999999404589667"
"291","Earlytree","7","ecologyloss",NA,"0.462","0.331762181176768","0.999970805667385"
"292","Earlytree","7","horizontal10","0.764","0.378","0.331762181176768","0"
"293","Earlytree","7","horizontal10clade","0.696","0.402","0.331762181176768","0.999999999999999"
"294","Earlytree","7","horizontal10ecology","0.66","0.484","0.331762181176768","0"
